,comment,tokenized_comment,label,predicted_label,marks
211,นั้งวินกูเหมือนกัน   ไอ้อ้วนๆนี้กูขับหนีเลยกูบอกจิง,"['อ้วน', 'เหมือน', 'ขับ', 'วิน', 'ไอ้', 'จิง', 'นั้ง']",,10,-1
212,เครียดๆแบบนี้ ต้องหาขนมกินเล่นครับ นี้เลยบราวนี่อบกรอบอร่อยเพลินๆไม่เบียดคนอื่นครับ,"['คน', 'เบียด', 'กิน', 'หา', 'เล่น', 'อร่อย']",,2,-1
213,ต้วใหญ่ไม่ว่าหรอก แต่พวกกระเป๋าใหญ่เนี้ยสุดจริง,"['หรอก', 'กระเป๋า', 'เนี้ย']",,0,-1
214,แต่ใจจริงก็อยากเหยียดใช่ป่ะล่ะ,"['เหยียด', 'ป่ะ', 'ล่ะ', 'ใจจริง']",,1,-1
215,คิดงี้งั้นคนที่ผอมมากๆ ก็จ่ายแค่ 25 บาทเพราะนั่งแค่ครึ่งเดียวงี้หรอ,"['คน', 'นั่ง', 'จ่าย', 'ผอม', 'ครึ่ง', 'บาท', 'หรอ', 'งี้']",,4,1
216,ไม่ได้เหยียดจริง ๆ ด้วย เพราะแมร่งไม่มีที่จะให้เหยียด #เหี้ยไรว่ะเนี่ย!?,"['เหยียด', 'เหยียด', 'เหี้ยไร', 'ว่ะ']",,1,1
217,ที่แคบขนาดนั้นใครจะเหยียดได้ 55555555555,"['เหยียด', 'ขนาด', 'แคบ']",,1,1
218,จขกท. ไม่เหยียดหรอก คม. นี่แหละเหยียด,"['เหยียด', 'เหยียด', 'หรอก', 'จขกท']",,1,1
219,ถ้าเบียดขนาดนั้นนั่งพื้นเถอะครับ,"['นั่ง', 'เบียด', 'ขนาด']",,5,1
220,เออ ผมก็ตัวเล็ก เจอคนร่างใหญ่มานั่งข้างๆนี่ ผมก็อยากจะเหยียดอะ ตะคริวแดกขาหมดแล้ว,"['คน', 'นั่ง', 'ตัว', 'ผม', 'ผม', 'เจอ', 'ขา', 'เออ', 'แดก', 'ตะคริว']",,3,1
221,ไม่รู้จะเข้าเรื่องยังไงแต่ช่วงนี้อากาศไม่ค่อยดี ใครสนใจทำประกันสุขภาพทักมานะครับ,"['ทำ', 'เรื่อง', 'ดี', 'รู้', 'สนใจ', 'สุขภาพ', 'อากาศ', 'ทัก']",,7,1
222,แล้วคนอ้วนที่เค้าอ้วนกรรมพันธุ์ละหรือเป็นโรคอ้วน แถมยังไม่ค่อยมีเงินละ จะให้เค้าทำยังไง,"['คน', 'อ้วน', 'อ้วน', 'ทำ', 'เค้า', 'เค้า', 'แถม', 'เงิน']",,6,1
223,อ่านถึงประโยคสุดท้ายผมลั่นเลย,"['ผม', 'อ่าน', 'สุดท้าย', 'ประโยค']",,3,1
224,มึงเคยนั่งสองแถวกันไหม คนขับบอกถ้าไม่นั่งแถวละ 6 เต็มสองแถวมันไม่ออกรถ แล้วมึงเจอคนอ้วนมากๆ นั่งอ่ะ,"['คน', 'คน', 'นั่ง', 'นั่ง', 'นั่ง', 'อ้วน', 'รถ', 'เจอ', 'สอง', 'สอง']",,5,1
225,ผู้ชายนั่งแหกขาก็กินที่ นี่นั่งหุบจนขา2ข้างจะรวมกันอยู่แล้ว  แหกจนขาเกือบขนานกับเบาะ,"['นั่ง', 'นั่ง', 'เบาะ', 'ขา', 'ขา', 'ขา', 'กิน', 'ชาย', 'แหก', 'แหก']",,5,-1
226,ตบมันเลยแล้วบอกว่าขยับไปหน่อยไอ้อ้วน,"['ขยับ', 'ตบ']",,0,-1
227,แคบขนาดนั้นใครจะเหยียดได้ ถถถ,"['เหยียด', 'ขนาด', 'แคบ', 'ถถถ']",,1,1
228,อ้วน=ประหาร,['อ้วน'],,6,1
229,โดนใจอะ เห็นด้วยที่พวกตัวใหญ่ๆมานั่งต้องเก็บแพงกว่า ถึงจะถูก..มานั่งด้วยทีไรนั่งไม่สบายเลย 55+,"['นั่ง', 'นั่ง', 'นั่ง', 'ตัว', 'โดน', 'อะ', 'ใจ']",,4,1
230,นั่งหำแข็งเชียวนะ,['นั่ง'],,5,1
231,เคยเหยียดแรงๆละ ตะคริวกิน,"['เหยียด', 'กิน', 'แรง', 'ตะคริว']",,1,-1
232,เค้าไม่ได้เหยียด เค้าแค่เบียด😆😆,"['เหยียด', 'เบียด', 'เค้า', 'เค้า']",,14,1
233,คนละเหยียด!,"['คน', 'ละเหยียด']",,2,1
234,ขอโทษนะครับ,['ขอโทษ'],,0,-1
235,ใครจะเหยียดได้ อ่านถึงตรงนี้กูขำเลย55555,"['เหยียด', 'อ่าน', 'ขำ']",,1,1
236,เอา1นาทีของกูคืนมา,"['นาที', 'คืน']",,0,-1
237,มาฮาไอ่ช็อตสุดท้ายนี่แหละ,"['สุดท้าย', 'ฮา']",,8,1
238,โดนเบียดจนเนื้อหำปลิ้น,"['เบียด', 'โดน']",,13,0
239,ลดความอ้วนง่ายสุดจริงๆ,"['อ้วน', 'ลด']",,10,1
240,เออ เกลียดด อีดอก นั่งเบียดกูสะ555,"['นั่ง', 'เออ']",,5,0
241,จบได้กวนตีนจริงๆ55,"['จบ', 'กวน', 'ตีน']",,8,1
242,ผมไม่ได้เหยียดแต่ผมหยิกครับ,"['เหยียด', 'ผม', 'ผม']",,3,1
243,ซวยจัง....ทำบุญเยอะๆครับเฮ้อ....สาธุ99,['บุญ'],,0,-1
244,ไม่ได้เป็นขาจะเหยียดได้ไง,"['เหยียด', 'ขา']",,1,1
245,โถ่เวร สุดท้ายก็มุก,"['สุดท้าย', 'มุก']",,11,1
246,ยืนก็เบียด นั้งก็เบียด ทำไงดี สัส,"['เบียด', 'เบียด', 'ทำ', 'ดี', 'ยืน', 'นั้ง']",,7,1
247,เหยียดหน่อยก็ได้ จะได้ไม่เมื่อย,"['เหยียด', 'เมื่อย']",,1,1
248,เยี่ยม,[],,0,-1
249,เหยียด,['เหยียด'],,1,1
250,หยาเขียด!!!!!!!,[],,0,-1
251,เรามาสายตลกอ่ะ,"['อ่ะ', 'สาย', 'ตลก']",,11,1
252,อีอ้วนเอ้ย...…See more,['เอ้ย'],,0,-1
253,อืมมมม พูดไม่ถูกเลยทีนี้,[],,0,-1
254,คอมเม้นไม่กี่ครั้ง ฉันก้เป็นแฟนตัวยง🤣น้อมรับเจ้าคะ,"['ตัว', 'ก้', 'คอมเม้น', 'แฟน']",,12,1
255,เท่าเทียมแต่ไม่ยุติธรรม​,[],,0,-1
256,จิ้ดด55,[],,0,-1
257,ฮาบรรทัดสุดท้าย5555,['สุดท้าย'],,11,1
258,อ้วนไม่ได้หนักหัวใคร / ดักแปป,"['อ้วน', 'หนักหัว']",,10,0
259,ปวดขา,[],,0,-1
260,ถูกของมึง ถุ้ย,[],,0,-1
261,555555555555 ชอบบรรทัดสุดท้าย,"['สุดท้าย', 'ชอบ', 'บรรทัด']",,11,1
262,เขาพูดความจริงเว้ย,[],,0,-1
263,ถ้านั่งตักเค้าน่าจะนั่งได้สบายเลยนะครับ,"['นั่ง', 'นั่ง', 'เค้า', 'ตัก']",,5,1
264,คนละเหยียดดดดด,"['คน', 'ละเหยียด']",,2,0
265,เอาอะไรก่อน เอาเหตุผล หรือเอาฮา,[],,0,-1
266,แบบนี้ขอยกนิ้วให้,['นิ้ว'],,0,-1
267,คนละเหยียดแล้ว!!,"['คน', 'ละเหยียด']",,2,1
268,ถ้าไม่เหยียดคุณจะไม่บ่นว่าเขาตัวใหญ่+อ้วน..,"['อ้วน', 'ตัว', 'เหยียด', 'บ่น']",,10,1
269,สั่นขนาดนี้เยี่ยวรดมันเลยครับ อย่าไปหยอง,"['ขนาด', 'อย่า', 'สั่น']",,0,-1
270,ไม่รู้ไม่ใช่รถสาธารณะ,"['รถ', 'รู้', 'สาธารณะ']",,9,-1
271,ทำไมกวงติงเช่นเน้,['ติง'],,0,-1
272,ก็นั่งตักเขาสิ,"['นั่ง', 'สิ', 'ตัก']",,5,1
273,กูว่ามุก,['มุก'],,0,-1
274,เหยี๊ยดเปียดดดดด,[],,0,-1
275,ขาเบียด ???,"['เบียด', 'ขา']",,13,1
276,ทำไมหรรมต้องตวยตุง,[],,0,-1
277,เกลียดมุกตอนท้าย,"['ตอน', 'ท้าย', 'มุก', 'เกลียด']",,0,-1
278,คนอ้วนก็มีหัวใจ,"['คน', 'อ้วน']",,2,1
279,เกลียด 5555555,['เกลียด'],,0,-1
280,ไม่เหยียดจริงๆด้วย,['เหยียด'],,1,1
281,ผมเลยขี่รถไปเองไงครับ 5555,"['รถ', 'ผม', 'ขี่']",,3,1
282,โอเคไม่เหยียดก็ไม่เหยียด,"['เหยียด', 'เหยียด', 'โอเค']",,1,1
283,ไม่เหยียดๆแค่โดนเบียด😆,"['เหยียด', 'เบียด', 'โดน']",,1,1
284,แบบนี้ สองแถว กุจ่ายสี่บาทพอ,"['สอง', 'แถว']",,0,-1
285,เออ่น่าคิดดด,[],,0,-1
286,รถเมล์ รถไฟฟ้าผู้ชายจ่ายเท่ากันยังไม่มีสิทธิ์นั่งเลยครับ,"['นั่ง', 'รถ', 'รถ', 'จ่าย', 'เมล์', 'ชาย', 'สิทธิ์', 'ไฟฟ้า']",,9,1
287,เหยียดเปียด...ชิมิ,[],,0,-1
288,ก็ดช้าใจนะเหตุผลนี้ เฮ้อ นาๆจิตตัง,['เฮ้อ'],,0,-1
289,สัส 5555,['สัส'],,0,-1
290,เหยียดก็ดีนะ...มันจะไม่เมื่อย,"['เหยียด', 'ดี', 'เมื่อย']",,1,1
291,ขอโทษที่อ้วนนะครับ,"['อ้วน', 'ขอโทษ']",,10,1
292,ลำบากใจทั้งสามฝ่าย,[],,0,-1
293,น่าสงสาร,['สงสาร'],,0,-1
294,ผมต้องขอโทษ จริงๆครับ,"['ผม', 'ขอโทษ']",,3,1
295,บรรทัดสุดท้ายสินะ,"['สิ', 'บรรทัดสุดท้าย']",,0,-1
296,บ่่ได้เหยียดขาแม่นบ่,"['เหยียด', 'ขา']",,1,1
297,กูอุตส่าห์อ่านจนจบ,"['อ่าน', 'จบ']",,8,1
298,รอคนอ่านไม่จบเหยียด,"['คน', 'เหยียด', 'อ่าน', 'จบ', 'รอ']",,6,1
299,เข้าใจละ 5555,[],,0,-1
300,เอาจริงๆเรื่องนี้โดนบ่อยนะ,"['โดน', 'เรื่อง']",,13,1
301,หงออ~~~~~~,[],,0,-1
302,จบแล้วหรอครับ!!,"['จบ', 'หรอ']",,8,1
303,จบฮา,"['จบ', 'ฮา']",,8,0
304,อืม,[],,0,-1
305,เมื่อยสัสๆ เจอไม่บ่อยแต่ไม่อยากเจอ,"['เจอ', 'เจอ', 'เมื่อย', 'สัส']",,0,-1
306,ตลกหรอครับสัส,"['สัส', 'ตลก']",,0,-1
307,ขำว่ะ,"['ขำ', 'ว่ะ']",,0,-1
308,ไม่ได้เหยียดจริง ๆ สินะ 55555,"['เหยียด', 'สิ']",,1,1
309,เหยียด คำนี้ฮิตจริงๆ,['เหยียด'],,1,1
310,พี่ก้อตดอัดเลยสิ,['สิ'],,0,-1
311,คนละเหยียดไหมละถถถ,"['คน', 'ไหม', 'ละเหยียด', 'ถถถ']",,2,1
312,สัส,['สัส'],,0,-1
313,-*-,[],,0,-1
314,ไอ้สัส มึงได้นั่งก็บุญแล้ว,"['นั่ง', 'บุญ']",,5,1
315,ทำใมไม่นั่งตักละ,"['นั่ง', 'ทำ', 'ตัก']",,5,1
316,จริง,[],,0,-1
317,ผมนี่เข่างอเลยบอกตง!!!,['ผม'],,3,0
318,เหยียดแบบมีชั้นเชิง  เหยียดแบบคนอารมดี,"['คน', 'เหยียด', 'เหยียด']",,1,1
