,comment,tokenized_comment,label,predicted_label,marks
218,ตัดบิล กะ ลืมยิงคลับการ์ดให้,"['กะ', 'การ์ด', 'คลับ', 'ยิง']",,0,-1
219,พนักงาน,['พนักงาน'],,1,1
220,คุยกันเสียงดังขณะคิดเงิน ไม่รีบคิดเงินให้ลูกค้ามั่วแต่คุยกัน,"['ลูกค้า', 'เงิน', 'เงิน', 'คุย', 'คุย', 'รีบ', 'เสียง']",,7,1
221,โปรโมชั่นกำกวมมากกกก,"['โปรโมชั่น', 'กกก']",,0,-1
222,มาตรฐานพลังงานต่ำมากถ้าเทียบกับเซเว่นและบิ๊กซี,"['เซเว่น', 'ต่ำ', 'พลังงาน']",,0,-1
223,อยากให้ห้องนํ้ามีนํ้า!!,['ห้อง'],,0,-1
224,อบรมพนักงาน. ทำงานเปรียบเสมือนเป็นเจ้าของอ่ะ,"['พนักงาน', 'ทำ', 'งาน', 'อบรม', 'อ่ะ']",,3,1
225,ขอยามคอยตรวจที่จอดรถสาขาสระบุรีรถหายบ่อยมาก,"['รถ', 'รถ', 'จอด', 'หาย', 'ยาม', 'คอย', 'ตรวจ', 'รี']",,8,1
226,มารยาทของพนักงาน,"['พนักงาน', 'มารยาท']",,1,1
227,ที่จอดรถควรมีรับบัตรเข้าออก,"['รถ', 'จอด', 'บัตร']",,8,0
228,พนักงานหน้าเป็นส้นตีน,"['พนักงาน', 'หน้า', 'ส้น', 'ตีน']",,12,0
229,พนักงานบางคนพูดจาแย่มากเคยโดนตะคอกมาครั้งนึง,"['พนักงาน', 'คน', 'โดน', 'แย่', 'พูดจา', 'นึง', 'ตะคอก']",,1,-1
230,Express หลายๆสาขาดูไม่สะอาดเลยครับ,"['สาขา', 'ดู', 'สะอาด']",,15,1
231,เอ๊กเพรส ต้องปรับปรุงพนักงาน,"['พนักงาน', 'ปรับปรุง']",,6,1
232,แอร์ไม่เย็น,"['เย็น', 'แอร์ไม่']",,0,-1
233,ห้องน้ำ #โลตัสนครอินทร์,"['โลตัส', 'ห้องน้ำ']",,5,1
234,พนักงาน!!!,['พนักงาน'],,1,1
235,สลิปจะยาวไปไหน ส่วนลดได้มาก็ไม่เคยใช้,"['ลด', 'สลิป']",,0,-1
236,พนักงาน,['พนักงาน'],,1,1
237,คูปองไม่ต้องส่งมาที่บ้าน อยากได้ในบิลเลย!!!,"['บ้าน', 'บิล', 'คู', 'ปอง']",,0,-1
238,ศูนย์อาหาร สาขาอ่อนนุช ที่นั่ง น้อยมากกกก,"['สาขา', 'นั่ง', 'ศูนย์อาหาร']",,15,1
239,มารยาทพนักงานควรปรับปรุงมากที่สุด,"['พนักงาน', 'ปรับปรุง', 'มารยาท']",,1,1
240,แอร์และห้องน้ำคะ สาขาบางนา,"['ห้องน้ำ', 'แอร์']",,9,1
241,#ป้ายราคา #ป้ายโปรโมชั่น   คือ....ใช้ศัพท์แบบ...งง มากกกก,"['ราคา', 'ป้าย', 'ป้าย', 'โปรโมชั่น', 'งง', 'กกก']",,14,-1
242,อยากให้โลตัสเอ็กซ์เพสส สาขานวมินทร์มีถุงให้ลูกค้า,"['สาขา', 'ลูกค้า', 'โลตัส', 'ถุง', 'นวมินทร์']",,2,-1
243,พนักงานใส่ของแรงมาก หย้าเป็นส้นตรีน คิวเยอะ ส-อา,"['พนักงาน', 'ใส่', 'แรง', 'ส้น']",,12,1
244,อยากให้มีที่ฉีดน้ำในห้องน้ำค่ะ,"['ห้องน้ำ', 'น้ำ', 'ฉีด']",,9,1
245,พนักงานหน้าอย่างกะ👣👣👣👣,"['พนักงาน', 'หน้า', 'กะ']",,3,1
246,ห้องน้ำแถบทุกสาขา,"['สาขา', 'ห้องน้ำ', 'แถบ']",,9,1
247,ยกเลิกราคา 25/50 สตางค์,"['ราคา', 'สตางค์']",,14,1
248,แล้วแต่ที่จริงๆ,[],,0,-1
249,ป้ายราคาไม่ตรงกับสินค้า,"['สินค้า', 'ราคา', 'ป้าย']",,14,1
250,รถเข็นของค่ะ  เปลี่ยนใหม่บ้าง คันไหนล้อไม่หมุน ล้อตาย ก็เอาไปซ่อมบ้าง เข็นก็ลำบากมากค่ะ ใช้งานคุ้มมาก,"['รถ', 'งาน', 'เข็น', 'เข็น', 'คัน', 'ล้อ', 'ล้อ', 'ตาย', 'ซ่อม', 'ลำบาก', 'คุ้ม']",,11,-1
251,เอกเพรส ซ.ทานสัมฤทธิ์ หน้าหงิกเป็นเล็บขบ...,"['หน้า', 'หงิก', 'เอกเพรส', 'เล็บ']",,12,-1
252,มารยาทของพนักงานของพนักงานค่ะ,"['พนักงาน', 'พนักงาน', 'มารยาท']",,1,1
253,ที่จอดรถสาขานวมินทร์ หาที่จอดยากมากค่ะ,"['สาขา', 'รถ', 'หา', 'จอด', 'จอด', 'นวมินทร์']",,8,1
254,แอร์ไม่เปิด,['แอร์ไม่'],,0,-1
255,ซื้อของห้าสิบ สลิปยาวเป็นศอก,"['ซื้อ', 'สิบ', 'ห้า', 'สลิป']",,0,-1
256,ถุงบางไปนิดค่ะซิส,['ถุง'],,2,1
257,เลิกแจกถุงพลาสติก,"['ถุง', 'เลิก', 'พลาสติก', 'แจก']",,2,1
258,เรื่องพนักงาน สดๆร้อนๆเพิ่งเจอมา พนักงานหน้านี่อย่างงอไม่ว่าคิดเงินแล้วใส่ถุงแบบโยนของลงถุง,"['พนักงาน', 'พนักงาน', 'หน้า', 'เงิน', 'ถุง', 'ถุง', 'ใส่', 'เรื่อง', 'เจอ', 'ร้อน', 'งอ']",,2,1
259,โลตัสเล็กตงตลาดหัวหินบางทรายพลังงานช้ามากมาย,"['โลตัส', 'พลังงาน']",,5,1
260,แสตมป์คลับการ์ดควรมีแบบเดิมนะ,"['การ์ด', 'คลับ', 'แสตมป์', 'เดิม']",,0,-1
261,หน้าพนักงานและการแลกแสตมป์,"['พนักงาน', 'หน้า', 'แลก', 'แสตมป์']",,12,1
262,ชอบมีแอปเปิ้ลเน่า ปนอยู่ในถุง🍎,"['ถุง', 'ชอบ', 'เน่า']",,2,1
263,ถุง,['ถุง'],,2,1
264,.,[],,0,-1
265,พนักงานคุยกันยังกะตลาดสด มารยาทหาไม่เจอเลย,"['พนักงาน', 'มารยาท', 'เจอ', 'คุย', 'หา']",,1,-1
266,มารยาทของแคชเชียร์,"['มารยาท', 'แคชเชียร์']",,0,-1
267,ตอนรับลูกค้า,"['ลูกค้า', 'ตอน']",,0,-1
