,comment,tokenized_comment,label,predicted_label,marks
116,เราไม่รู้ว่าอาเซียนปิดเทอมช่วงไหน แต่เราเห็นหลายประเทศ ปิดเทอมเล็กช่วงต้นมกรา(มาเล และโซนอาหรับ หลายประเทศ),"['รู้', 'ต้น', 'ประเทศ', 'ประเทศ', 'เทอม', 'เทอม', 'อาเซียน']",,0,-1
117,เช้านี้หนักมากเลยค่ะ แล้วคนส่วนใหญ่ก็ไม่ใส่หน้ากากกันทั้งนั้นเลย ยิ่งเด็กๆแล้ว เห็นแล้วได้แต่ถอนหายใจ,"['คน', 'เด็ก', 'หน้า', 'ใส่', 'กาก', 'เช้า', 'หนัก']",,2,1
118,ประชาชนขาดความรู้ความเข้าใจเรื่องนี้มากค่ะเห็นด้วยกับคุณหมอมากๆค่ะ,"['หมอ', 'เรื่อง', 'รู้', 'ประชาชน']",,3,1
119,หมอครับ รถเมล์ใหม่ๆเรามีเยอะครับ แต่ติดปัญหาอะไรไม่รู้เลยต้องจอดแช่ไว้ แล้วใช้ของเก่าเน่าๆไปก่อน,"['หมอ', 'รถ', 'รู้', 'ปัญหา', 'เมล์', 'จอด', 'ติด', 'เก่า']",,7,-1
120,ออกกฎหมายมาบังคับทีไร มีแต่คนหาเรื่องด่า โคตรต่ำตมจริงๆ,"['คน', 'ด่า', 'บังคับ', 'ต่ำ', 'กฎหมาย']",,9,-1
121,https//mgronline.com/politics/detail/9620000007171  ฟังข่าวไม่รู้จะด่านายกหรือสงสารตัวเองก่อนดี,"['ตัว', 'ดี', 'รู้', 'สงสาร', 'ข่าว', 'ฟัง', 'ด่า', 'นายก']",,0,-1
122,ไม่ทำกิจกรรมกลางแจ้งแต่โรงเรียนส่วนมากไม่มีแอร์ เด็กก็รับเต็มๆเหมือนกัน,"['ทำ', 'เด็ก', 'เรียน', 'เหมือน', 'โรง', 'กลาง', 'กิจกรรม', 'แจ้ง', 'เต็ม', 'แอร์']",,10,-1
123,รัฐบาลบอกทำอะไรไปคนก็ด่า งั้นไม่ทำเลยดีกว่าจะเลือกตั้งละ,"['ทำ', 'คน', 'ทำ', 'รัฐบาล', 'ดี', 'ด่า', 'เลือกตั้ง', 'งั้น']",,6,1
124,ปลูกต้นไม้เยอะๆต้นใหญ่ๆ ตามทางเดินและบนตึกแบบจีนและสิงคโปร์ ก้หมดเรื่องแร้ววว ดีขึ้นแน่นอนน,"['เรื่อง', 'ดี', 'ต้น', 'ต้น', 'ไม้', 'ปลูก', 'เดิน', 'ตึก', 'จีน', 'สิงคโปร์']",,1,0
125,ใช่ค่ะ จะมาขอความร่วมมือไม่ได้ ต้องทำเลย เราไม่สามารถใส่ mask ได้ตลอด ครึ่งชม.ก็เหนื่อยแล้ว,"['ทำ', 'ใส่', 'ครึ่ง', 'ชม', 'เหนื่อย']",,6,1
126,ดูจ่าววันนี้เค้่บอกให้ทนอีก3ปี รถไฟฟ้าเสร็จฝุ่นก็หมดละ เวรกรรม,"['รถ', 'ฝุ่น', 'ดู', 'ปี', 'ไฟฟ้า', 'ทน']",,7,-1
127,อยากได้เครื่องกรองอากาศในรถที่สามารถกรองฝุ่น PM2.5 ได้ ติดต่อมาทาง inbox ได้นะครับ,"['รถ', 'ฝุ่น', 'อากาศ', 'เครื่อง', 'กรอง', 'กรอง', 'ติดต่อ']",,7,-1
128,ต่อไป กรุงเทพ จะไม่ใช่เมืองน่าอยู่แล้ว คุณภาพชีวิตลดลง,"['ลด', 'ชีวิต', 'กรุงเทพ', 'คุณภาพ', 'อยู่แล้ว']",,0,-1
129,เห็นด้วยกับความคิดของคุณหมอทุกประการเครียดจนเลิกเครียดแล้วค่ะตอนนี้ป่วยกันทั้งบ้านค่ะ 😭😭,"['หมอ', 'ตอน', 'บ้าน', 'ป่วย', 'เครียด', 'เครียด']",,3,-1
130,คิดเหมิอนกันค่ะ ว่าจะเป็นเรื่องที่ทำทันที และอยู่ในอำนาจที่รัฐบาลจะทำได้,"['ทำ', 'ทำ', 'เรื่อง', 'รัฐบาล', 'อำนาจ']",,6,1
131,ไม่เคยหวังอะไรกับรัฐบาลหรือหน่วยงานราชการหรือข้าราชการประเทศนี้ดูแลตัวเองกันค่ะยาวๆๆ,"['รัฐบาล', 'ตัว', 'งาน', 'ประเทศ', 'ดูแล', 'หวัง', 'ราชการ', 'ราชการ', 'หน่วย']",,0,-1
132,วิ่งวันคู่วันคี่ คนจนลำบาก คนมีเงินซื้อรถสองคนก็จบแล้ว,"['คน', 'คน', 'คน', 'รถ', 'ซื้อ', 'วิ่ง', 'ลำบาก', 'คู่', 'เงิน', 'คี่', 'สอง']",,7,1
133,เด็กๆควรงดการทำกิจกรรมกลางแจ้งทุกกรณีนะคะ น่าเป็นห่วง,"['ทำ', 'เด็ก', 'กลาง', 'กิจกรรม', 'แจ้ง', 'งด', 'กรณี', 'เป็นห่วง']",,6,-1
134,เอาใจไปเลยค่า  รถเมล์นี่ตัวดีเลย  คือควันดำมากกกกก  แล้วดำแทบทุกวัน  วิ่งทุกวัน  มีกี่คันลองนึกดู,"['รถ', 'ตัว', 'ดี', 'ดู', 'ค่า', 'เมล์', 'ควัน', 'วิ่ง', 'คัน', 'ลอง', 'ดำ', 'ดำ', 'กี่', 'นึก', 'แทบ']",,7,-1
135,ใครรอฝุ่นหายไม่ไหวก็ตายๆไปซะ ###พวกเรารักลุงตู่และรัฐบาลคนดีทุกคน,"['คน', 'คน', 'ฝุ่น', 'รัฐบาล', 'ดี', 'รอ', 'ตาย', 'ไหว', 'หาย', 'รัก']",,9,1
136,นั่นสิคะ ไม่เห็นทำไร ยังปล่อยผ่านทุกวัน เห็นแต่เร่งหาเสียง หาไปไม่รู้ใครจะเลือก อนาถ,"['รู้', 'หา', 'ปล่อย', 'เร่ง', 'สิ', 'เลือก', 'หาเสียง']",,0,-1
137,จำมาตรการขึ้นภาษีรถเก่า7ปีที่โดนด่ายับเยินได้มั้ยครับ มันย้อนเข้าตัวเราก็วันนี้,"['รถ', 'ตัว', 'ปี', 'มาตรการ', 'ด่า', 'เก่า', 'โดน', 'ภาษี']",,7,-1
138,กทมสั่งปิดรร ชั่วคราว.นะคะ,"['รร', 'สั่ง', 'กทม', 'ชั่วคราว']",,9,1
139,ปัญหานี้ต้องใช้ความ “กล้าหาญ” ในการตัดสินใจครับ,"['ปัญหา', 'ตัดสินใจ']",,0,-1
140,จริงค่ะ นี่สั่งลูกให้ใส่ตลอดเวลาอยู่กลางแจ้งที่รร.ไหนวันนี้มีวิชาพละอีก,"['ลูก', 'ใส่', 'รร', 'กลาง', 'แจ้ง', 'สั่ง', 'เวลา', 'วิชา', 'พละ']",,2,1
141,กรมควบคุมมลพิษไม่ทำงานเลย  เอาผุ่นไปวิจัยก็รู้แล้วว่าคืออะไร  เงียบอยู่  ยุบเถอะค่ะ,"['ทำ', 'รู้', 'งาน', 'กรมควบคุมมลพิษ', 'เงียบ']",,6,-1
142,รัฐไม่ต้องกลัวคนแก่เยอะต่อไปเด็กรุ่นนี้อยู่ไม่ทันแก่ป่วยตายก่อนแก่,"['คน', 'เด็ก', 'รัฐ', 'ป่วย', 'กลัว', 'ตาย', 'รุ่น']",,9,-1
143,สงสารเด็กๆต้องไปโรงเรียนทุกวัน ถ้าเป็นอะไรไม่สบายจะคุ้มไหมกะการไปเรียน,"['เด็ก', 'เรียน', 'เรียน', 'โรง', 'สงสาร', 'ไหม', 'กะ', 'คุ้ม']",,10,1
144,"ที่ห้องเรียนลูกชายเด็กป่วยกันยกห้องเลยค่ะ"" รวมถึงคุณครูด้วย น่าสงสารค่ะ""","['เด็ก', 'ลูก', 'เรียน', 'ป่วย', 'สงสาร', 'ห้อง', 'ห้อง', 'ครู', 'ชาย']",,10,-1
145,เสนอ ประกาศเป็นวันหยุดกรณีพิเศษ เฉพาะ รร และราชการ 3วัน  เฉพาะกรุงเทพ และปริมณฑลค่ะ น่าจะช่วยได้เยอะ,"['หยุด', 'รร', 'ประกาศ', 'เสนอ', 'ราชการ', 'กรุงเทพ', 'กรณี']",,4,-1
146,เค้าอยากให้ดู.. ของจีน อันนี้มี sub eng 8 ตอนhttps//youtu.be/MhIZ50HKIp0,"['ตอน', 'ดู', 'เค้า', 'จีน']",,0,-1
147,ที่แปลกใจ คือ ทำไมรัฐบาลคิดอะไรไม่ออกสักข้อเดียวค่ะน่าเศร้า ประเทศไทย😥😥,"['รัฐบาล', 'สัก', 'ข้อ']",,8,1
148,อันไหนมันควรออกมาบังคับก็ควรทำได้แล้วนะครับไม่งั้นคงจะแย่ไปกว่านี้,"['ทำ', 'แย่', 'บังคับ', 'งั้น']",,6,-1
149,ประเทศเรามีข้าราชการเยอะ แต่เหมือนไม่มีทำอะไรไม่ได้ ติดขัดระเบียบไปหมด,"['ทำ', 'เหมือน', 'ประเทศ', 'ราชการ', 'ติด']",,6,-1
150,ผู้ใหญ่ทั้งหลายค่ะ ได้โปรดเถอะค่ะ🙏🙏🙏 ตัดสินใจทำอะไรสักอย่างเถอะค่ะ,"['ทำ', 'สัก', 'ตัดสินใจ']",,8,1
151,หมอยังจะตายกันเลยค่าอย่าว่าแต่คนไข้#ธรรมชาติลงโทษมนุษย์แล้ว#คนจะรวยจะจนรับผลถ้วนทั่ว,"['คน', 'คน', 'หมอ', 'ค่า', 'ตาย', 'อย่า', 'โทษ', 'มนุษย์', 'ไข้', 'ธรรมชาติ', 'รวย']",,9,1
152,ลองให้รถtaxiที่ไม่รับผู้โดยสารหยุดวิ่งน่าจะช่วยได้เยอะอยู่นะ,"['รถ', 'หยุด', 'วิ่ง', 'ลอง']",,7,-1
153,พึ่งตัวเองดีที่สุดค่ะคุณหมอ​ อยากพูดแรงกว่านี้แต่พูดไม่ได้...😢,"['หมอ', 'ตัว', 'ดี']",,3,1
154,คนไข้คุณหมอก็เรียบร้อยรร.ฝุ่นไปแล้วค่ะ พบหมอ 2 ครั้งแล้วค่ะ ถึงแม้จะใส่หน้ากากไปรร.ทุกวันค่ะ สงสารเด็กๆค่ะ,"['คน', 'หมอ', 'หมอ', 'เด็ก', 'ฝุ่น', 'หน้า', 'ใส่', 'กาก', 'รร', 'สงสาร', 'ไข้']",,2,1
155,ไปรร.ลูก​ ครู​ นร.​แทบไม่มีใส่​ เข้าเเถว  ทำกิจกรรม​ด้านนอกปกติ​ ฝุ่นขาวมาก​เมื่อเช้าแถวบางบอน​,"['ทำ', 'ฝุ่น', 'ใส่', 'แถว', 'เช้า', 'กิจกรรม', 'ปกติ', 'ครู', 'รรลูก']",,6,-1
156,เห็นด้วยค่ะไม่เห็นมีใครสักคนออกมารับผิดชอบเรื่องฝุ่นพิษนี่เลยไม่ทำงานจริงจังอยู่ไปวันๆ,"['คน', 'ทำ', 'ฝุ่น', 'เรื่อง', 'งาน', 'สัก', 'พิษ', 'รับผิดชอบ']",,9,-1
157,ช่วยกันแชร์จะได้เป็นวงกว้าง​ เด็กที่บ้านก็หยุดอยู่บ้านละ,"['เด็ก', 'บ้าน', 'บ้าน', 'หยุด', 'แชร์']",,4,1
158,เมื่อเช้าฟังข่าวรัฐบอกรอให้เกินค่า 90 ติดต่อกัน 3 วันจะพิจารณาให้ข้าราชการงดใช้รถส่วนตัว เพลีย,"['รถ', 'ตัว', 'รัฐ', 'รอ', 'เช้า', 'ข่าว', 'ค่า', 'ฟัง', 'ราชการ', 'งด', 'ติดต่อ']",,7,-1
159,ทำใจค่ะ รอเลือกตั้ง แล้วหวังว่าจะได้คนใหม่ที่ทำงานได้ดีกว่านี้,"['คน', 'ทำ', 'ดี', 'งาน', 'รอ', 'หวัง', 'เลือกตั้ง']",,9,-1
160,รอรัฐบาลจนรากงอก ปชชต้องจัดการกันเองเลย #ถ้าประเทศไทยไม่มีรัฐบาลบ้านเมืองจะดีกว่านี้,"['รัฐบาล', 'รัฐบาล', 'ดี', 'รอ', 'ประเทศไทย', 'บ้านเมือง', 'ปชช']",,8,1
161,จริงๆให้ ร.ร ปิดสัก 3วัน รถจะหายไปเยอะฝุ่นจากท่อไอเสืยก็จะลดลง,"['รถ', 'ฝุ่น', 'รร', 'ลด', 'สัก', 'ไอ', 'หาย']",,7,-1
162,สอบถามหน่อยคะทะเลบางแสนมีประผลกระทบเกี่ยวกับฝุ่นละอองรึป่าวคะจะพาลูกไปเที่ยวเลยขอข้อมูลหน่อยคะ🙏,"['ฝุ่น', 'ลูก', 'กระทบ', 'เกี่ยว', 'เที่ยว', 'ข้อมูล', 'แสน', 'ละออง']",,0,-1
163,ความเห็นเดียวกัน ว่ารถเมล์นี่แหละ ควันดำมากกก,"['รถ', 'เมล์', 'ควัน', 'ดำ']",,7,-1
164,เรื่องใหญ่ขนาดนี้ รัฐบาลยังมัวแต่แก้ปัญหาด้วยวิธีio ผลิตเพจแก้ตัวอยู่เลย,"['เรื่อง', 'รัฐบาล', 'ปัญหา', 'แก้', 'ขนาด', 'มัว', 'วิธี', 'ผลิต']",,8,-1
165,เห็นด้วยอย่างยิ่งค่ะ อธิบดีกรมควบคุมมลพิษยังบอกไม่วิกฤติเลย,"['กรมควบคุมมลพิษ', 'วิกฤติ', 'อธิบดี']",,0,-1
166,ยากมาก ในฐานะซิงเกิ้ลมัมต่อให้ลูกปิดเทอมเราก็ยังต้องทำงาน หน้ากากก็หาซื้อยากมากๆ,"['ทำ', 'ลูก', 'หน้า', 'งาน', 'กาก', 'ซื้อ', 'หา', 'เทอม', 'ฐานะ']",,2,1
167,ต้นไม้ในกรุงเทพพอมีใบหน่อยก็ตัดซะเหี้ยน ลำบากนักก็อย่าปลูกเลย ไม่ต้องเสียค่าดูแลรักษาด้วย,"['ต้น', 'ไม้', 'ปลูก', 'ค่า', 'ตัด', 'อย่า', 'กรุงเทพ', 'ลำบาก', 'ใบ', 'เหี้ยน']",,1,1
168,อันอื่นพอทำได้ แต่มาตรการที่ใช้การบังคับ เช่นการกำหนดทะเบียนรถ เราทำไม่ได้ครับ เราไม่มีเจ้าหน้าที่บังคับใช้กฎหมาย,"['ทำ', 'ทำ', 'รถ', 'มาตรการ', 'บังคับ', 'บังคับ', 'ทะเบียน', 'กฎหมาย']",,8,1
169,ขอบพระคุณนะคะหมอ รู้สึกหมดหวังไปแล้ว แต่ยังมีคุณหมอที่พูดตรงๆชัดเจน ให้รู้สึกต้องสู้ต่อไป ❤,"['หมอ', 'หมอ', 'หวัง', 'ชัดเจน', 'รู้สึก', 'รู้สึก']",,3,1
170,ระหว่างนี้ถ้าใครสามารถผลิตเครื่องกรองอากาศชนิดพกพาราคาย่อมเยาว์ได้น่าจะรวยกระทันหัน,"['อากาศ', 'เครื่อง', 'กรอง', 'ผลิต', 'ชนิด', 'รวย']",,0,-1
171,เห็นว่าจะทำฝนเทียม ทำไปรึยังคะ เผื่อจะพอช่วยได้เฉพาะหน้า,"['ทำ', 'ทำ', 'หน้า', 'ฝน']",,5,1
172,ขอแชร์นะคะคุณหมอ จะได้เป็นกระบอกเสียงแทนคนไทยที่เห็นร่วมกัน,"['คน', 'หมอ', 'แชร์', 'แทน', 'ไทย', 'กระบอกเสียง']",,11,1
173,เห็นด้วยคะคุณหมอ ผู้มีอำนาจไม่ช่วยอะไรเลย,"['หมอ', 'อำนาจ']",,3,1
174,จะถึงหูเค้าไหม. วันนี้ฟังผู้ใหญ่ใน กทม ให้สัมภาษณ์แล้วยังถอนใจ.,"['ไหม', 'กทม', 'เค้า', 'ฟัง', 'หู']",,0,-1
175,ที่รรลูกมีลูกเราใส่หน้าการคนเดียวคิดดูทางรรไม่แจ้งเรื่องใส่หน้ากากเลย,"['คน', 'เรื่อง', 'ลูก', 'หน้า', 'หน้า', 'ใส่', 'ใส่', 'ดู', 'กาก', 'แจ้ง', 'รรลูก', 'รรไม่']",,2,0
176,จริงๆคิดว่าจะได้เห็นภาพรัฐอัดฉีดงบหน้ากากมาแจกซะอีกแต่กลายเป็นว่าเงียบกริบ,"['รัฐ', 'หน้ากาก', 'กลาย', 'ภาพ', 'แจก', 'ฉีด', 'งบ']",,0,-1
177,ทีรร.ลูกยังให้เด็กเข้าแถวหน้าเสาธงตามปกติอยู่เลยค่ะ อดเป็นห่วงเด็กๆไม่ได้เลย,"['เด็ก', 'เด็ก', 'ลูก', 'หน้า', 'แถว', 'ปกติ', 'เสา', 'เป็นห่วง', 'ธง']",,0,-1
178,น่าแก้ไข เอาเป็นนโยบาย วาระแห่งชาติเลย,"['นโยบาย', 'ชาติ']",,0,-1
179,คุยกับเสาไฟฟ้า ได้ อะไรมากกว่า,"['ไฟฟ้า', 'คุย', 'เสา']",,0,-1
180,รัฐบาลกำลังหาเสียงอยู่ ไม่ว่างทำแบบนั้น,"['ทำ', 'รัฐบาล', 'หาเสียง', 'ว่าง']",,8,1
181,เห็นด้วยค่ะหมอ ล้านไลค์ไปเลยยยย,['หมอ'],,3,1
182,ร่วมแชร์นะคะ,['แชร์'],,11,0
183,รัฐบาลโจร,['รัฐบาล'],,8,1
184,แบบอย่างมีเยอะแยะ แค่ไม่ทำ,['ทำ'],,5,1
185,คุณหมอคะขอ # สนับสนุนไอเดียคุณหมอหน่อยค่ะ,"['หมอ', 'คุณหมอ', 'สนับสนุน']",,3,1
186,เห็นด้วยอย่างยิ่งค่ะคุณหมอ,['หมอ'],,3,1
187,รถล้านคัน 555    กูจำได้,"['รถ', 'คัน', 'ล้าน']",,7,1
188,😁 ขออนุญาตแชร์นะครับคุณหมอ🙏🙏,"['แชร์', 'อนุญาต', 'คุณหมอ']",,11,1
189,ใกล้เลือกตั้งเกรงใจปชช.มาก,"['เลือกตั้ง', 'ปชช']",,0,-1
190,ถึงเวลารึยัง อยากถามรัฐบาลจริงๆ,"['รัฐบาล', 'ถาม', 'เวลา']",,8,1
191,อยุ่ลาดพร้าว55ค่ะ,[],,0,-1
192,จริงๆ ทำไม ไม่จริงจัง 😷,[],,0,-1
193,รัฐเผด็จการทหาร​ ทำเป็น อย่าง​ ซื้ออาวุธ,"['ทำ', 'รัฐ', 'ซื้อ', 'ทหาร']",,6,-1
194,ขออนุญาตแชร์นะคะ,"['แชร์', 'อนุญาต']",,11,1
195,สิงคโปร์ปลูกใบพลูง่ายๆนี่แหละดูดฝุ่น,"['ฝุ่น', 'ปลูก', 'ใบ', 'สิงคโปร์', 'พลู', 'ดูด']",,0,-1
196,อยากให้รร หยุดจริงๆนะคะ,"['หยุด', 'รร']",,4,1
197,จริงมากค่ะ ทำไมรัฐดูเอื่อยๆเฉื่อยๆ,"['ดู', 'รัฐ']",,0,-1
198,เช้านี้พอเปิดหน้าต่าง .นำ้มูกน้ำตาไหลพรากเลยค่ะ,"['เช้า', 'ตา', 'น้ำ', 'หน้าต่าง', 'มูก', 'ไหล']",,0,-1
199,ถ้าเขาจะรับฟังก็คงดีอ่ะนะ,"['ดี', 'อ่ะ', 'รับฟัง']",,0,-1
200,ระวังรถทหาร จอดหน้าบ้านน่ะครับ,"['รถ', 'หน้า', 'บ้าน', 'จอด', 'ระวัง', 'ทหาร']",,7,-1
201,เป็นกำลังใจให้คนเมืองกรุงฯนะคะ,"['คน', 'เมือง', 'กำลังใจ']",,9,1
202,ขออนุญาตแชร์ค่ะ,"['แชร์', 'อนุญาต']",,11,1
203,ขออนุญาตแชร์หน่อยน่ะค่ะคุณหมอ,"['หมอ', 'แชร์', 'อนุญาต']",,3,1
204,เชียงใหม่เป็นมา 10 ปี ละครับ ยังแก้ไม่ได้เลย,"['ปี', 'แก้', 'เชียงใหม่']",,0,-1
205,ขอshare นะจ๊ะ ตรงใจมาก,[],,0,-1
206,เห็นด้วยกับคุณหมอค่ะ,['หมอ'],,3,1
207,นานๆ หมอจะปี๊ดด,['หมอ'],,3,1
208,ลูกสาวป่วยเลยคะ น่ากลัวมากๆ,"['ลูก', 'ป่วย', 'กลัว', 'สาว']",,0,-1
209,หน้ากากก็ขาดตลาดฝากคนอื่นซื้อก็เก็บภาษี แล้วจะช่วยกันยังไงดี,"['คน', 'ดี', 'หน้ากาก', 'ซื้อ', 'ภาษี', 'ฝาก']",,9,-1
210,แล้วยังอดทนกันอยู่ได้..หยิบนกหวีดมาเป่ากัน..คนกทม.,"['คน', 'กทม']",,9,0
211,ขออนุญาตแชร์ค่ะคุณหมอ,"['แชร์', 'อนุญาต', 'คุณหมอ']",,11,1
212,รร.ลูกไม่หยุด เช้าๆ ให้มานั่งทำกิจกรรมกันอีก,"['ทำ', 'หยุด', 'เช้า', 'นั่ง', 'กิจกรรม', 'รรลูก']",,4,1
213,นั่นแหละวิสัยทัศน์  เลือกตั้งก็คิดกันเยอะๆหน่อยละกัน,"['เลือกตั้ง', 'วิสัยทัศน์']",,0,-1
214,จริงมากๆเลยค่ะคุณหมอ ขอshareค่ะ,['หมอ'],,3,1
215,เห็นด้วยกับคุณหมอค่ะ,['หมอ'],,3,1
216,ใช่เลยครับ,[],,0,-1
217,ยุทธศาสตร์ผังเมือง20ปีก่อน ผิดพลาด ไปมากค่ะ,"['ปี', 'เมือง']",,0,-1
218,ใช่ๆสั่งปิดภาคเรียนเลย,"['เรียน', 'สั่ง']",,10,1
219,เข้า กทม.2วันแสบคอสุดๆ ป่วยค่ะ,"['ป่วย', 'แสบ', 'คอ']",,0,-1
220,+1,[],,0,-1
221,ต้องดูแล ตัวเอง ตามที่นายกตู่ว่าไว้นะ,"['ตัว', 'ดูแล', 'นายก']",,0,-1
222,เห็นด้วย​อย่างมาก,[],,0,-1
223,ขออนุญาตแชร์น่ะครับคุณหมอ,"['หมอ', 'แชร์', 'อนุญาต']",,3,1
224,เห็นด้วยกับคุณหมอทุกข้อเลยคะ,"['หมอ', 'ข้อ']",,3,1
225,กม.จอดรถให้ดับเครื่องมี แต่ไม่มีใครปฏิบัต,"['รถ', 'เครื่อง', 'จอด', 'ดับ']",,7,-1
226,ฝุ่นเยอะจริงค่ะ​ หนูไม่สบายเลยค่ะหมอ,"['หมอ', 'ฝุ่น']",,3,0
227,https//www.posttoday.com/social/general/577217,[],,0,-1
228,แล้วคือตลกมากเข้าแถวออกกำลังกาย พร้อมสูดอากาศพิษ หูยย..นะคะ,"['อากาศ', 'แถว', 'พิษ', 'สูด', 'ตลก']",,0,-1
