comment,tokenized_comment,predicted_label,marks
ขนาดที่เราพยายามดูแลตัวเองแล้ว  N95 ยังขาดตลาด  เดินไปถาม พนักงานบอกว่าได้แต่ภาวนา  แล้วจะทำยังไงดี  เด็กต้องใส่หน้ากากไปตลอด และนานแค่ไหน ราคาก็แพง ออกมาใช้ชีวิตนอกบ้านไม่ได้  มันเหมือนเป็นการแก้ปัญหาเฉพาะหน้าแต่ไม่ใช่ต้นเหตุของปัญหา ข้อมูลที่ได้รับรู้ จริงแค่ไหนก็ไม่รู้ ภาครัฐต้องช่วยจัดการ มาตรการควบคุมรถยนต์บนท้องถนน การก่อสร้าง  กลุ่มโรงงาน และทุกคนที่มีส่วนต่อการส่งผลต่อมลพิษ ควรจัดการอย่างจริงจังและเป็นรูปธรรมมากกว่านี้ค่ะ อยากรู้ว่าถ้าเราควบคุม แล้วค่ามลพิษมันจะลดลงมั้ย  ถึงขั้นวิกฤต ขนาดนี้ตายผ่อนส่งแน่นอน ผู้ใหญ่ยังไม่ไหว แล้วเด็กเล็กๆจะทำยังไง,"['ขนาด', 'ดูแล', 'ตัว', 'เดิน', 'ถาม', 'พนักงาน', 'ทำ', 'ดี', 'เด็ก', 'ใส่', 'หน้า', 'กาก', 'ราคา', 'แพง', 'ชีวิต', 'บ้าน', 'เหมือน', 'แก้', 'ปัญหา', 'ต้น', 'ปัญหา', 'ข้อมูล', 'รู้', 'รู้', 'รัฐ', 'มาตรการ', 'รถ', 'ยนต์', 'ท้อง', 'ถนน', 'ก่อสร้าง', 'โรง', 'งาน', 'คน', 'มลพิษ', 'รูปธรรม', 'รู้', 'ค่า', 'มลพิษ', 'ลด', 'วิกฤต', 'ขนาด', 'ตาย', 'ผ่อน', 'ไหว', 'เด็ก', 'ทำ']",1,1
ถ. ศาลาธรรมสพน์ ตอนไปอยู่ใหม่เมื่อ15ปีที่แล้ว  มีต้นไม่สองข้างทางบางช่วงเป็นอุโมงค์ต้นไม้เลย  แต่ตอนนี้ขยายถนน  ต้นไม้โดนขุดหมดต่อไปไม่มีอีกแล้ว  แถมช่วงนี้แถวนั้นมีเศษขึ้เถ้าที่เผาพืชเต็มไปหมดลอยมาจากไหนไม่รู้  แค่นี้ยังจัดการไม่ได้เลยแล้วจะจัดการภาพรวมได้ยังไง,"['ตอน', 'ปี', 'ต้น', 'สอง', 'อุโมงค์', 'ต้น', 'ไม้', 'ตอน', 'ถนน', 'ต้น', 'ไม้', 'โดน', 'แถม', 'แถว', 'เผา', 'พืช', 'เต็ม', 'รู้', 'ภาพ']",4,1
ถ้าประชาสัมพันธ์ถึงผลที่จะเกิดกับสุขภาพร่างกายของประชาชนด้วยก็จะดีนะคะ คือฟังข่าวทุกเช้า เนื้อข่าวก็จะเหมือนๆกันคือ ผู้ใหญ่บอก ยังไม่ถึงขั้นวิกฤต ยังได้อยู่ แต่ถ้ามีผู้รู้ออกมาพูดบ้างว่า ผลที่ไม่ป้องกัน จะมีผลต่อ ปอด ต่อระบบทางเดินหายใจ ฯลฯ  เหมือนตอนที่ไช้หวัดใหญ่ 2009 ระบาดน่ะค่ะ อาจจะมีคนสำนึกได้บ้างนะคะ,"['สุขภาพ', 'ร่างกาย', 'ประชาชน', 'ดี', 'ฟัง', 'ข่าว', 'เช้า', 'ข่าว', 'เหมือน', 'วิกฤต', 'รู้', 'ป้องกัน', 'ปอด', 'ระบบ', 'เดิน', 'หายใจ', 'เหมือน', 'ตอน', 'คน', 'สำนึก']",0,-1
เมื่อวานท่านโฆษกยังบอกว่าระดับPM2.5 ตอนนี้น้อย เพราะเรามานั่งพูดกลางแจ้งได้ และอย่าเชื่อแอพที่วิเคราะห์ค่าระดับฝุ่นละอองมาก ให้เชื่อรัฐบาล.... เอิ่มมม WTF,"['วาน', 'ท่าน', 'ระดับ', 'ตอน', 'นั่ง', 'กลาง', 'แจ้ง', 'อย่า', 'วิเคราะห์', 'ค่า', 'ระดับ', 'ฝุ่น', 'ละออง', 'รัฐบาล']",0,-1
ก็กรุงเทพฯมันรวมศูนย์ซะทุกอย่างทุกเรื่อง มารวมกันอยู่ที่แห่งเดียว ปัญหาทุกอย่างย่อมตามมา ด้วยมีคนมารวมกัน แล้วจะไปแก้อะไรกันอีก นักวิชาเกินทั้งหลาย,"['ศูนย์', 'เรื่อง', 'ปัญหา', 'คน', 'แก้', 'วิชา']",6,1
ประเทศไทยมีแต่ต้นไม้เพิ่มขึ้นเรื่อย รถไฟฟ้าสายที่กำลังก่อสร้างต้นไม้หายหมดค่ะ แล้วสภาพอากาศจะดีขึ้นได้อย่างไร แค่ต้นไม้ยังหาวิธีการจัดการไม่ได้เลย ขอบคุณคุณหมอนะคะที่เป็นหนึ่งเสียงแทนเด็กๆ,"['ประเทศไทย', 'ต้น', 'ไม้', 'รถ', 'ไฟฟ้า', 'สาย', 'ก่อสร้าง', 'ต้น', 'ไม้', 'หาย', 'สภาพ', 'อากาศ', 'ดี', 'ต้น', 'ไม้', 'หา', 'วิธี', 'ขอบคุณ', 'หมอ', 'เสียง', 'แทน', 'เด็ก']",4,1
หวังไว้ว่าอนาคตเราคงไม่ต้องจ่ายเงินเพื่อซื้ออากาศบริสุทธิ์หายใจ ขอให้เป็นเพียงเรื่องในหนังและจินตนาการเท่านั้นเถอะ 🙏,"['หวัง', 'อนาคต', 'จ่าย', 'เงิน', 'ซื้อ', 'อากาศ', 'หายใจ', 'เรื่อง']",0,-1
เมื่อวานไปสุพรรณบุรีมีการจุดไฟเผาอ้อยเยอะมาก ฝุ่นควันเต็มท้องฟ้า  เรื่องแบบนี้ทำไมยังไม่มีมาตรการใดออกมาบังคับห้ามอย่างเด็ดขาดเสียที แค่ผ่านไปครู่เดียวยังแย่ เด็กๆที่อาศัยอยู่ที่นั่นปอดจะมีสภาพเป็นอย่างไร หาคนใส่หน้ากากต้องกันก็ไม่มีเลย ทำร้ายตัวเองกันชัดๆ,"['วาน', 'จุด', 'ไฟ', 'เผา', 'ฝุ่น', 'ควัน', 'เต็ม', 'ท้อง', 'ฟ้า', 'เรื่อง', 'มาตรการ', 'ใด', 'เด็ดขาด', 'แย่', 'เด็ก', 'อาศัย', 'ปอด', 'สภาพ', 'หา', 'คน', 'ใส่', 'หน้า', 'กาก', 'ตัว']",6,1
ไปซัดพวก ตร. เปิดไฟเขียวไม่ถึง 45 วิ ทั่ว กทม. ได้ผลทันที ไม่เปลืองงบด้วย...เพราะไม่ว่ารถเก่าใหม่ ปล่อย PM 2.5 จากผ้าเบรคหมด ไฟแดงโง่ๆ ที รถ 10000 คัน ก็เหยียบเบรคต่ำๆ 10000 ที บางแยกเปิดเขียวอยู่ 6-20 วิ ประเทศพัฒนาช้า ปห. เดิมๆ มา 4-50ปี ตร. จราจลไม่ตั้งใจทำงาน,"['ไฟ', 'เขียว', 'กทม', 'งบ', 'รถ', 'เก่า', 'ปล่อย', 'ผ้า', 'ไฟ', 'แดง', 'รถ', 'คัน', 'ต่ำ', 'เขียว', 'เดิม', 'ปี', 'ตั้งใจ', 'ทำ', 'งาน']",2,1
เห็นด้วยกับบทความคุณหมอมากๆ ค่ะ แล้วค่าที่วัดได้ตามข่าว กับในแอป ทำไมมันต่ำกว่าแอปมาก รัฐไม่มีมาตรการชัดเจน เร่งด่วน ทันที,"['บทความ', 'หมอ', 'ค่า', 'วัด', 'ข่าว', 'ต่ำ', 'รัฐ', 'มาตรการ', 'ชัดเจน', 'เร่งด่วน']",3,1
เห็นด้วยอย่างยิ่งค่ะ ปัญหานี้มันไม่สามารถแก้ได้ทันทีก็จริง แต่มันก็มีสิ่งที่รัฐบาลสามารถทำได้ทันทีเพื่อช่วยประชาชน แต่ก็กลับยังอยู่เฉยๆไม่ทำอะไรไม่มีอะไรชัดเจนสักที สงสารเด็กๆมาก จะรอให้อนาคตของชาติเราจะมีแต่เด็กๆป่วย คนป่วยไปทั่วหรือยังไง ตอนนี้รพ.มีแต่คนป่วยไปหาหมอเต็มไปหมด ยิ่งแผนกกุมารเวชนะคะ เด็กป่วยมาหาหมอเต็มเลยค่ะ ไม่เห็นออกข่าวเลย,"['ปัญหา', 'แก้', 'รัฐบาล', 'ทำ', 'ประชาชน', 'ทำ', 'ชัดเจน', 'สัก', 'สงสาร', 'เด็ก', 'รอ', 'อนาคต', 'ชาติ', 'เด็ก', 'ป่วย', 'คน', 'ป่วย', 'ตอน', 'คน', 'ป่วย', 'หา', 'หมอ', 'เต็ม', 'แผนก', 'เด็ก', 'ป่วย', 'หา', 'หมอ', 'เต็ม', 'ข่าว']",1,1
มองไม่เห็นแต่มันมีอยู่ และทำให้ป่วยจริงมากฯค่ะคุณหมอ ลูกชาย2ขวบมีหอบหืดเป็นทุนเดิม ป่วยตา คออักเสบ ขี้ตาไหลไม่หยุด ไอ น้ำมูก ไข้ ส่วนคุณแม่ก็ป่วยเหมือนกันค่ะ..ตอนนี้เครียดเรื่องฝุ่นนี้มาก (,"['ทำ', 'ป่วย', 'หมอ', 'ลูก', 'ชาย', 'หอบหืด', 'ทุน', 'เดิม', 'คอ', 'อักเสบ', 'ตา', 'ไหล', 'หยุด', 'ไอ', 'ไข้', 'แม่', 'ป่วย', 'เหมือน', 'ตอน', 'เครียด', 'เรื่อง', 'ฝุ่น']",5,1
ทุกวันนี้ต้นไม้ยังโดนหน่วยงานรัฐตัดจนเหี้ยนอยู่เลย บางที่ไม่มีสายไฟก็ตัด  แบบนี่แหละอากาศมันถึงแย่ไง แต่รัฐบาลไม่ยักกะออกมารณรงค์ให้คนปลูกต้นไม้นะ คงกลัวคนด่ามากกว่านี้มั้ง,"['ต้น', 'ไม้', 'โดน', 'หน่วย', 'งาน', 'รัฐ', 'ตัด', 'เหี้ยน', 'สาย', 'ไฟ', 'ตัด', 'อากาศ', 'แย่', 'รัฐบาล', 'กะ', 'รณรงค์', 'คน', 'ปลูก', 'ต้น', 'ไม้', 'กลัว', 'คน', 'ด่า', 'มั้ง']",4,1
ควรหันไปใช้รถไฟฟ้าจะดีกว่าไหมช่วยลด pollution ได้มากกว่า สนับสนุนให้เปลี่ยนไปใช้ hybrid or electric โดยการให้ tax breaks แก่ผู้ใช้ น่าสนใจไหม ???,"['หัน', 'รถ', 'ไฟฟ้า', 'ดี', 'ไหม', 'ลด', 'สนับสนุน', 'สนใจ', 'ไหม']",2,1
ลูกก็หลอดลมอักเสบไม่หายซักที กินยามาจะอาทิตย์กว่าละ ให้หยุด รร.ก่อนหน้านี้ไป 5 วัน ก็ต้องกลับไปเรียน เพราะเดี๋ยวตามไม่ทัน เดือนหน้าสอบแล้ว ถ้ารัฐไม่ได้มีมาตรการอะไร เป็นชิ้นเป็นอัน ขอเสนอ1. รร. เอกชน ประกาศหยุด เด็กจะได้อยู่บ้าน ไม่ต้องเดินทาง รถที่ต้องจอดรอ รับ ส่ง ก็จะลดไปเยอะด้วย => อันนี้ ปสก ตรง ที่จอดรถไม่มีต้องวนรถรออีก วนไปเรื่อยๆเผาน้ำมันไป2. บริษัท ห้าง ร้าน เอกชน ให้พนักงานที่สามารถทำงานที่บ้านได้ ทำงานที่บ้าน จะได้ไม่ต้องออกมาสูดมลพิษ แถมยังช่วยลดรถบนถนนได้เยอะคิดออกแค่นี้ ใครมีไอเดียดีๆ เขียนมาหน่อยค่ะ#ข้างบนยำ้ว่าเอกชนเพราะคิดว่าทำได้เลยไม่ต้องรอรัฐสั่ง,"['ลูก', 'ลม', 'อักเสบ', 'หาย', 'กิน', 'ยา', 'อาทิตย์', 'หยุด', 'รร', 'เรียน', 'เดี๋ยว', 'เดือน', 'หน้า', 'รัฐ', 'มาตรการ', 'เสนอ', 'รร', 'ประกาศ', 'หยุด', 'เด็ก', 'บ้าน', 'เดินทาง', 'รถ', 'จอด', 'รอ', 'ลด', 'จอด', 'รถ', 'เผา', 'น้ำมัน', 'บริษัท', 'ห้าง', 'พนักงาน', 'ทำ', 'งาน', 'บ้าน', 'ทำ', 'งาน', 'บ้าน', 'สูด', 'มลพิษ', 'แถม', 'ลด', 'รถ', 'ถนน', 'ไอ', 'ทำ', 'รอ', 'รัฐ', 'สั่ง']",1,1
ต้องปลูกต้นไม้ในใจคนครับ ผมลองอ่านในเวปเกี่ยวกับรถยนต์คนที่คิดจะซื้อรถยนต์คันต่อไปเพื่อลดมลพิษจริงจังมีน้อยมาก http//community.headlightmag.com/index.php?topic=69053.0… See more,"['ปลูก', 'ต้น', 'ไม้', 'ใจ', 'คน', 'ผม', 'ลอง', 'อ่าน', 'เกี่ยว', 'รถ', 'ยนต์', 'คน', 'ซื้อ', 'รถ', 'ยนต์', 'คัน', 'ลด', 'มลพิษ']",2,1
เผาหญ้า ข้างทางด้วยล่าสุด วงแหวนรอบนอก ยังไม่มีใครไปดับถ้าเป็นงี้ต่อไป คงตายกันหมดhttps//pbs.twimg.com/media/DxfiJaPVYAAhGvJ.jpg,"['เผา', 'หญ้า', 'รอบ', 'ดับ', 'ตาย']",0,-1
ผู้ใหญ่ยังป่วย แสบจมูกคออักเสบ เหนื่อยหอบ แล้วเด็กจะรับไหวหรือเมื่อวานลูกชายอาเจียนตอนเช้า ก่อนเข้าโรงเรียน แม่ว่ามันเกี่ยวกับมลพิษ เพราะตั้งแต่ไปเรียนจนป.5เขาไม่เคยอาเจียนตอนเช้าหนักมากขนาดนี้ เขาเป็นโรคหอบหืดตั้งแต่เด็ก แต่เราระวังมาตลอด แต่ช่วงนี้อากาศมลพิษแย่มากๆ วันนี้แม่ต้องให้หยุดเรียนอยู่แต่ในบ้าน  ใจก็กลัวเรียนไม่ทันเพื่อนนะ  แต่เอาอนาคตสุขภาพลูกระยะยาวไปเสี่ยงแม่ว่าไม่คุ้มเลย,"['ป่วย', 'แสบ', 'จมูก', 'คอ', 'อักเสบ', 'เหนื่อย', 'หอบ', 'เด็ก', 'วาน', 'ลูก', 'ชาย', 'ตอน', 'เช้า', 'โรง', 'เรียน', 'เกี่ยว', 'มลพิษ', 'เรียน', 'ตอน', 'เช้า', 'หนัก', 'ขนาด', 'โรค', 'หอบหืด', 'เด็ก', 'ระวัง', 'อากาศ', 'มลพิษ', 'แย่', 'แม่', 'หยุด', 'เรียน', 'บ้าน', 'กลัว', 'เรียน', 'เพื่อน', 'อนาคต', 'สุขภาพ', 'ลูก', 'คุ้ม']",5,1
เรื่องที่ว่าจะให้ป้ายทะเบียนคู่ วิ่งวันคู่ ทะเบียนคี่ วิ่งวันคี่ ใช้กับบ้านเรา ไม่ได้ หรอก เดี๋ยวก็มีป้ายทะเบียนปลอมเต็ม ถนนแน่ๆ ถ้าจะใช้ให้ได้ผล ต้องใช้ สีรถเป็นเกณฑ์ แทน เช่น วันจันทร์ รถสีไหน วิ่งได้ สีไหน ห้ามวิ่ง ใครฝ่าฝืน ก็เห็น ชัดเจน ไม่ต้องมานั่งจ้องทะเบียนรถ และไม่สามารถเปลี่ยนสีรถได้ทุกวัน แต่รถสาธารณะ วิ่งได้ทุกวันนะ แต่สภาพรถต้องได้มาตรฐานนะ ห้ามควันดำเด็ดขาด,"['เรื่อง', 'ป้าย', 'ทะเบียน', 'คู่', 'วิ่ง', 'คู่', 'ทะเบียน', 'คี่', 'วิ่ง', 'คี่', 'บ้าน', 'หรอก', 'เดี๋ยว', 'ป้าย', 'ทะเบียน', 'เต็ม', 'ถนน', 'แน่', 'สี', 'รถ', 'เกณฑ์', 'แทน', 'จันทร์', 'รถ', 'สี', 'วิ่ง', 'สี', 'ห้าม', 'วิ่ง', 'ชัดเจน', 'นั่ง', 'ทะเบียน', 'รถ', 'สี', 'รถ', 'รถ', 'สาธารณะ', 'วิ่ง', 'สภาพ', 'รถ', 'มาตรฐาน', 'ห้าม', 'ควัน']",2,1
"ขอแชร์อีกมุมค่ะ ทางร.ร.ของลูกมีมาตรป้องกันฝุ่นให้กับนักเรียน แต่กลับเป็นผู้ปกครองเสียเองที่ช่วยกันก่อมลพิษบริเวณร.ร. ด้วยการติดเครื่องยนต์รถ(โดยเฉพาะรถดีเซล กลิ่นเหม็นมาก) ระหว่างรอรับลูก ทั้งๆที่บริเวณนั่นมีฝุ่นมากเหลือเกินเนื่องจากมีการทำถนนทั้งซอย แล้วคืออากาศก็ไม่ได้ร้อนจัด รถก็จอดอยู่ในที่ร่ม แต่คุณยังมาเพิ่มมลพิษทั้งๆที่ลูกตัวเองก็อยู่ในพท.นั้น อยากจะบอกว่า มีคนอีกหลายคนนักที่ ""ขาดจิตสำนึก"" เอาตัวเองสบายไว้ก่อน ไม่ได้นึกถึงผลที่เกิดจากการกระทำของตัวเองเลย ต่อให้ไม่ใช่ภาวะมลพิษหนัก ก็ไม่สมควรติดเครื่องอยู่แล้วนอกจากพึ่งพารัฐบาลไม่ได้แล้ว เราควรจะสำรวจพฤติกรรมตัวเองกันด้วยค่ะ ช่วยกันปรับเปลี่ยนเพื่อให้สิ่งแวดล้อมดีขึ้น ก่อนที่มนุษย์อย่างเราๆจะถูกธรรมชาติที่ทนการกระทำของมนุษย์ไม่ไหวลงโทษเอา","['แชร์', 'รร', 'ลูก', 'ฝุ่น', 'เรียน', 'ปกครอง', 'มลพิษ', 'บริเวณ', 'รร', 'ติด', 'เครื่อง', 'ยนต์', 'รถ', 'รถ', 'ดีเซล', 'กลิ่น', 'รอ', 'ลูก', 'ทั้งๆที่', 'บริเวณ', 'ฝุ่น', 'ทำ', 'ถนน', 'อากาศ', 'รถ', 'จอด', 'มลพิษ', 'ทั้งๆที่', 'ลูก', 'ตัว', 'คน', 'คน', 'จิตสำนึก', 'ตัว', 'นึก', 'ตัว', 'ภาวะ', 'มลพิษ', 'หนัก', 'ติด', 'เครื่อง', 'อยู่แล้ว', 'พึ่งพา', 'รัฐบาล', 'ตัว', 'แวดล้อม', 'ดี', 'มนุษย์', 'ธรรมชาติ', 'ทน', 'มนุษย์', 'ไหว', 'โทษ']",2,1
แต่เรามีปัญญาจัดข้าวเหนียวมะม่วงยักษ์เลี้ยงนักท่องเที่ยวนะคะ  เรามาถึงจุดนี้กันแล้ว,"['เลี้ยง', 'ท่องเที่ยว', 'จุด']",0,-1
อยากให้คนในรัฐบาลมีวิสัยทัศน์แบบคนหมอจริงๆค่ะ คุณภาพชีวิตคนไทยต่ำลงทุกวัน😷🤧 สงสารเด็กน้อยค่ะ,"['คน', 'รัฐบาล', 'วิสัยทัศน์', 'คน', 'หมอ', 'คุณภาพ', 'ชีวิต', 'คน', 'ไทย', 'ต่ำ', 'สงสาร', 'เด็ก']",5,1
เราควรจำกัดการสร้างศูนย์การค้าได้แล้วค่ะ เอาพื้นที่มาทำสวนสาธารณะเพิ่มเพื่อคนรุ่นหลัง,"['สร้าง', 'ศูนย์', 'พื้นที่', 'ทำ', 'สวน', 'สาธารณะ', 'คน', 'รุ่น']",1,1
ให้ลูกหยุดเองคือทางออกของมนุษย์แม่ค่ะ เศร้าาาา,"['ลูก', 'หยุด', 'มนุษย์', 'แม่']",5,1
"เป็นรัฐบาลที่ไม่มีประสิทธิภาพในการบริหารจัดการ ทำเป็นแค ่""ขอความร่วมมือ""","['รัฐบาล', 'ประสิทธิภาพ', 'ทำ']",1,1
AQI criteria ของกรมควบคุมมลพิษก็ไม่ได้ใช้เกณฑ์เดี๋ยวกันกับของ WHO ที่แบ่งละเอียดกว่าอีกด้วย,"['กรมควบคุมมลพิษ', 'เกณฑ์', 'เดี๋ยว', 'แบ่ง']",0,-1
เราไม่รู้ว่าอาเซียนปิดเทอมช่วงไหน แต่เราเห็นหลายประเทศ ปิดเทอมเล็กช่วงต้นมกรา(มาเล และโซนอาหรับ หลายประเทศ),"['รู้', 'อาเซียน', 'เทอม', 'ประเทศ', 'เทอม', 'ต้น', 'ประเทศ']",0,-1
เช้านี้หนักมากเลยค่ะ แล้วคนส่วนใหญ่ก็ไม่ใส่หน้ากากกันทั้งนั้นเลย ยิ่งเด็กๆแล้ว เห็นแล้วได้แต่ถอนหายใจ,"['เช้า', 'หนัก', 'คน', 'ใส่', 'หน้า', 'กาก', 'เด็ก']",5,1
ประชาชนขาดความรู้ความเข้าใจเรื่องนี้มากค่ะเห็นด้วยกับคุณหมอมากๆค่ะ,"['ประชาชน', 'รู้', 'เรื่อง', 'หมอ']",3,1
หมอครับ รถเมล์ใหม่ๆเรามีเยอะครับ แต่ติดปัญหาอะไรไม่รู้เลยต้องจอดแช่ไว้ แล้วใช้ของเก่าเน่าๆไปก่อน,"['หมอ', 'รถ', 'เมล์', 'ติด', 'ปัญหา', 'รู้', 'จอด', 'เก่า']",2,1
ออกกฎหมายมาบังคับทีไร มีแต่คนหาเรื่องด่า โคตรต่ำตมจริงๆ,"['กฎหมาย', 'บังคับ', 'คน', 'ด่า', 'ต่ำ']",6,1
https//mgronline.com/politics/detail/9620000007171  ฟังข่าวไม่รู้จะด่านายกหรือสงสารตัวเองก่อนดี,"['ฟัง', 'ข่าว', 'รู้', 'ด่า', 'นายก', 'สงสาร', 'ตัว', 'ดี']",0,-1
ไม่ทำกิจกรรมกลางแจ้งแต่โรงเรียนส่วนมากไม่มีแอร์ เด็กก็รับเต็มๆเหมือนกัน,"['ทำ', 'กิจกรรม', 'กลาง', 'แจ้ง', 'โรง', 'เรียน', 'แอร์', 'เด็ก', 'เต็ม', 'เหมือน']",1,1
รัฐบาลบอกทำอะไรไปคนก็ด่า งั้นไม่ทำเลยดีกว่าจะเลือกตั้งละ,"['รัฐบาล', 'ทำ', 'คน', 'ด่า', 'งั้น', 'ทำ', 'ดี', 'เลือกตั้ง']",1,1
ปลูกต้นไม้เยอะๆต้นใหญ่ๆ ตามทางเดินและบนตึกแบบจีนและสิงคโปร์ ก้หมดเรื่องแร้ววว ดีขึ้นแน่นอนน,"['ปลูก', 'ต้น', 'ไม้', 'ต้น', 'เดิน', 'ตึก', 'จีน', 'สิงคโปร์', 'เรื่อง', 'ดี']",4,1
ใช่ค่ะ จะมาขอความร่วมมือไม่ได้ ต้องทำเลย เราไม่สามารถใส่ mask ได้ตลอด ครึ่งชม.ก็เหนื่อยแล้ว,"['ทำ', 'ใส่', 'ครึ่ง', 'ชม', 'เหนื่อย']",1,1
ดูจ่าววันนี้เค้่บอกให้ทนอีก3ปี รถไฟฟ้าเสร็จฝุ่นก็หมดละ เวรกรรม,"['ดู', 'ทน', 'ปี', 'รถ', 'ไฟฟ้า', 'ฝุ่น']",2,1
อยากได้เครื่องกรองอากาศในรถที่สามารถกรองฝุ่น PM2.5 ได้ ติดต่อมาทาง inbox ได้นะครับ,"['เครื่อง', 'กรอง', 'อากาศ', 'รถ', 'กรอง', 'ฝุ่น', 'ติดต่อ']",2,1
ต่อไป กรุงเทพ จะไม่ใช่เมืองน่าอยู่แล้ว คุณภาพชีวิตลดลง,"['กรุงเทพ', 'อยู่แล้ว', 'คุณภาพ', 'ชีวิต', 'ลด']",0,-1
เห็นด้วยกับความคิดของคุณหมอทุกประการเครียดจนเลิกเครียดแล้วค่ะตอนนี้ป่วยกันทั้งบ้านค่ะ 😭😭,"['หมอ', 'เครียด', 'เครียด', 'ตอน', 'ป่วย', 'บ้าน']",3,1
คิดเหมิอนกันค่ะ ว่าจะเป็นเรื่องที่ทำทันที และอยู่ในอำนาจที่รัฐบาลจะทำได้,"['เรื่อง', 'ทำ', 'อำนาจ', 'รัฐบาล', 'ทำ']",1,1
ไม่เคยหวังอะไรกับรัฐบาลหรือหน่วยงานราชการหรือข้าราชการประเทศนี้ดูแลตัวเองกันค่ะยาวๆๆ,"['หวัง', 'รัฐบาล', 'หน่วย', 'งาน', 'ราชการ', 'ราชการ', 'ประเทศ', 'ดูแล', 'ตัว']",0,-1
วิ่งวันคู่วันคี่ คนจนลำบาก คนมีเงินซื้อรถสองคนก็จบแล้ว,"['วิ่ง', 'คู่', 'คี่', 'คน', 'ลำบาก', 'คน', 'เงิน', 'ซื้อ', 'รถ', 'สอง', 'คน']",2,1
เด็กๆควรงดการทำกิจกรรมกลางแจ้งทุกกรณีนะคะ น่าเป็นห่วง,"['เด็ก', 'งด', 'ทำ', 'กิจกรรม', 'กลาง', 'แจ้ง', 'กรณี', 'เป็นห่วง']",1,1
เอาใจไปเลยค่า  รถเมล์นี่ตัวดีเลย  คือควันดำมากกกกก  แล้วดำแทบทุกวัน  วิ่งทุกวัน  มีกี่คันลองนึกดู,"['ค่า', 'รถ', 'เมล์', 'ตัว', 'ดี', 'ควัน', 'ดำ', 'ดำ', 'แทบ', 'วิ่ง', 'กี่', 'คัน', 'ลอง', 'นึก', 'ดู']",2,1
ใครรอฝุ่นหายไม่ไหวก็ตายๆไปซะ ###พวกเรารักลุงตู่และรัฐบาลคนดีทุกคน,"['รอ', 'ฝุ่น', 'หาย', 'ไหว', 'ตาย', 'รัก', 'รัฐบาล', 'คน', 'ดี', 'คน']",6,1
นั่นสิคะ ไม่เห็นทำไร ยังปล่อยผ่านทุกวัน เห็นแต่เร่งหาเสียง หาไปไม่รู้ใครจะเลือก อนาถ,"['สิ', 'ปล่อย', 'เร่ง', 'หาเสียง', 'หา', 'รู้', 'เลือก']",0,-1
จำมาตรการขึ้นภาษีรถเก่า7ปีที่โดนด่ายับเยินได้มั้ยครับ มันย้อนเข้าตัวเราก็วันนี้,"['มาตรการ', 'ภาษี', 'รถ', 'เก่า', 'ปี', 'โดน', 'ด่า', 'ตัว']",2,1
กทมสั่งปิดรร ชั่วคราว.นะคะ,"['กทม', 'สั่ง', 'รร', 'ชั่วคราว']",0,-1
ปัญหานี้ต้องใช้ความ “กล้าหาญ” ในการตัดสินใจครับ,"['ปัญหา', 'ตัดสินใจ']",0,-1
จริงค่ะ นี่สั่งลูกให้ใส่ตลอดเวลาอยู่กลางแจ้งที่รร.ไหนวันนี้มีวิชาพละอีก,"['สั่ง', 'ลูก', 'ใส่', 'เวลา', 'กลาง', 'แจ้ง', 'รร', 'วิชา', 'พละ']",0,-1
กรมควบคุมมลพิษไม่ทำงานเลย  เอาผุ่นไปวิจัยก็รู้แล้วว่าคืออะไร  เงียบอยู่  ยุบเถอะค่ะ,"['กรมควบคุมมลพิษ', 'ทำ', 'งาน', 'รู้', 'เงียบ']",1,1
รัฐไม่ต้องกลัวคนแก่เยอะต่อไปเด็กรุ่นนี้อยู่ไม่ทันแก่ป่วยตายก่อนแก่,"['รัฐ', 'กลัว', 'คน', 'เด็ก', 'รุ่น', 'ป่วย', 'ตาย']",5,1
สงสารเด็กๆต้องไปโรงเรียนทุกวัน ถ้าเป็นอะไรไม่สบายจะคุ้มไหมกะการไปเรียน,"['สงสาร', 'เด็ก', 'โรง', 'เรียน', 'คุ้ม', 'ไหม', 'กะ', 'เรียน']",5,1
"ที่ห้องเรียนลูกชายเด็กป่วยกันยกห้องเลยค่ะ"" รวมถึงคุณครูด้วย น่าสงสารค่ะ""","['ห้อง', 'เรียน', 'ลูก', 'ชาย', 'เด็ก', 'ป่วย', 'ห้อง', 'ครู', 'สงสาร']",5,1
เสนอ ประกาศเป็นวันหยุดกรณีพิเศษ เฉพาะ รร และราชการ 3วัน  เฉพาะกรุงเทพ และปริมณฑลค่ะ น่าจะช่วยได้เยอะ,"['เสนอ', 'ประกาศ', 'หยุด', 'กรณี', 'รร', 'ราชการ', 'กรุงเทพ']",5,1
เค้าอยากให้ดู.. ของจีน อันนี้มี sub eng 8 ตอนhttps//youtu.be/MhIZ50HKIp0,"['เค้า', 'ดู', 'จีน', 'ตอน']",0,-1
ที่แปลกใจ คือ ทำไมรัฐบาลคิดอะไรไม่ออกสักข้อเดียวค่ะน่าเศร้า ประเทศไทย😥😥,"['รัฐบาล', 'สัก', 'ข้อ']",0,-1
อันไหนมันควรออกมาบังคับก็ควรทำได้แล้วนะครับไม่งั้นคงจะแย่ไปกว่านี้,"['บังคับ', 'ทำ', 'งั้น', 'แย่']",1,1
