,comment,tokenized_comment,label,predicted_label,marks
150,ง่ายๆ -ของบอกลด..พนักงานพากันซ่อนของแล้วบอกให้คนที่บ้านมาเอา ลูกค้าหาไม่เจอหรอก สรุปปานเล่นซ้อนหากันน๊อ-ราคาของแพงทุกวัน เมื่อเปรียบเทียบกับที่อื่น บางอย่างไม่ติดราคา แมร่งบอก 100 เสือกเขียนตัวเลขเท่ายักแต่คำว่าลดเท่ามด ใครจะไปอ่านขนาดนั้น เวลาคิดราคามา พ่องตาย... ราคาเต็มไม่เขียนบอก 100 ที่ไหนได้ลด 100 จากราคาเดิม 500 สาดดด-การต้อนรับ กริยามารยาท ปรับปรุง-ถุงมึงจะบางไปไหน บางซะจนจะใช้แทนถุงยางขอบบางได้ละ ประหยัดก็ประหยัดเกินน...ทุกวันนี้ต้องพกถุงเอง ถ้าเอารถเข็นไปเองจะเอาไปหละแมร่ง ซื็อก็เยอะ ไม่ใช่ 100-200 บาท เฮ้อออ..เพลีย-อีกเยอะแยะขี้เกียจพูด พร้อมใบโฆษณาจะส่งมาไรเยอะแยะ พอไปซื้อบางอย่างก็ไม่ลด ok. จบข่าว ค้านเว้า.....เฮ่อ...แล้วพวกสาขาย่อยคือไม่เข้าใจเวลาลงของ พวกลัง พวกเข่งยิ่งกว่าตลาดสด คือเวลาจะเข้าแมร่งจะต้องหลบบ้าง เบี่ยงตัวบ้าง สงสารกูเถอะ กูอ้วน เข้ายากเข่งกับลังแมร่งก็บังประตูเกินไปหละ กองจะจนกูคิดว่าถ้าล้มมาไม่ตายก็เลี้ยงไม่โตละ งานนี้..........ปล.เช็คเงินก่อนออกจากสาขาด้วยนะ ชอบทอนตังไม่ครบ พอเดินออกมาแค่ประตู เงินไม่ครบจะกลับเข้าไป พนักงานบอกไม่รับผิดชอบ เจอมาเยอะละ ทุกวัน นี้แค่ 50 ตัง กุกะทวง ไม่สน เงินซื้อของถึงจะน้อยถ้ารวมๆกันนี้ได้หลายบาทเลยนะคับ เจอมาเยอะ ทอนไม่คบสัด...ที่เคยเจอ เยอะสุก 500 บาท พอกลับไปคุยดีๆเสือกโชว์แสงยานุภาพใส่กุอีก ดีนะกุไม่ปล่อยแสงใส่ แมร่งงงง.,"['ลด', 'พนักงาน', 'ซ่อน', 'คน', 'บ้าน', 'ลูกค้า', 'หา', 'เจอ', 'หรอก', 'สรุป', 'เล่น', 'ซ้อน', 'หา', 'ราคา', 'แพง', 'ติด', 'ราคา', 'ตัว', 'อ่าน', 'ขนาด', 'เวลา', 'ราคา', 'ตาย', 'ราคา', 'เต็ม', 'ลด', 'ราคา', 'เดิม', 'สาด', 'ดด', 'ต้อนรับ', 'กริยา', 'มารยาท', 'ปรับปรุง', 'ถุง', 'แทน', 'ถุง', 'ยาง', 'รถ', 'เข็น', 'บาท', 'ขี้', 'เกียจ', 'ใบ', 'ซื้อ', 'ลด', 'สาขา', 'เวลา', 'ตลาด', 'สด', 'เวลา', 'หลบ', 'ตัว', 'ตาย', 'งาน', 'ปล', 'เช็ค', 'เงิน', 'สาขา', 'ชอบ', 'ตัง', 'เดิน', 'ประตู', 'เงิน', 'พนักงาน', 'รับผิดชอบ', 'เจอ', 'ตัง', 'สน', 'เงิน', 'ซื้อ', 'บาท', 'เจอ', 'เจอ', 'บาท', 'คุย', 'ดี', 'ใส่', 'กุ', 'ดี', 'ปล่อย', 'ใส่']",,14,1
151,สาขาแคราย ที่ศูนย์อาหารที่ดูดกลิ่นอาหารเสียหรอทำอาหารกันทีจามกันทั้งศูนย์อาหาร,"['สาขา', 'ศูนย์อาหาร', 'กลิ่น', 'อาหาร', 'ทำ', 'อาหาร', 'อาหาร']",,15,1
152,เครื่องคิดเงินต่อคิวจนเหนื่อย ปล่อยว่างไว้ทำไม แถมเรื่องถุงด้วย บางยิ่งกว่าถุงยางอีกความยืดหนุ่นหามีไม่พอขอซ้อนถุงพนักงานจะทำหน้าไม่พอใจทำไม กลัวถุงขาด ให้ๆไปเถอะ,"['เครื่อง', 'เงิน', 'คิว', 'เหนื่อย', 'ปล่อย', 'ว่าง', 'แถม', 'เรื่อง', 'ถุง', 'ถุง', 'ยาง', 'หา', 'ซ้อน', 'ถุง', 'พนักงาน', 'ทำ', 'หน้า', 'พอใจ', 'กลัว', 'ถุงขาด']",,10,-1
153,พนักงานดึงหน้าใส่ ไปทีไรดึงหน้าใส่พูดจาขวานผ่าซากมาก บางคนก็ดีโอเคน่ารัก อบรมเขาด้วย,"['พนักงาน', 'ดึง', 'หน้า', 'ใส่', 'ดึง', 'หน้า', 'ใส่', 'พูดจา', 'คน', 'ดี', 'รัก', 'อบรม']",,10,1
154,พนักงานเหอะ คิดเงินช้าชิบหาย แต่ละคนทำหน้าเหมือนโดนขืนใจมาเห็นๆ,"['พนักงาน', 'เหอะ', 'เงิน', 'หาย', 'คน', 'ทำ', 'หน้า', 'เหมือน', 'โดน']",,3,1
155,รถเข็นที่เป็นรูปแบบรถ ให้เด็กนั่งเกือบทกสาขาเลยค่ะ  สกปรกมาก,"['รถ', 'เข็น', 'รถ', 'เด็ก', 'นั่ง', 'สาขา', 'สกปรก']",,13,1
156,สาขาโคราช พนักงาน ไม่เอาที่ล็อค ที่ติดกับรองเท้า ออกให้ ไอ้เราก็ก้มเก็บของ ไม่ได้สังเกตวันต่อมา งัดออกแทบรองเท้าจะขาด จะกลับไปโลตัสก็เสียเวลา เสียค่ารถ ..,"['พนักงาน', 'ติด', 'ไอ้', 'แทบ', 'โลตัส', 'เวลา', 'ค่า', 'รถ']",,9,1
157,สำนักงานใหญ่เหมือนเปิดไว้บริการพนักงานด้วยกันเอง ส่วนลูกค้าเหรอ กรุณาช่วยตัวเองเยอะๆ,"['งาน', 'เหมือน', 'บริการ', 'พนักงาน', 'ลูกค้า', 'เหรอ', 'กรุณา', 'ตัว']",,7,0
158,สาขาลาดพร้าววังหิน -ที่เคาน์เตอร์จ่ายเงินไม่มีสายพานเลื่อน -เก่าโทรมมาก-ด้านข้างตรงทางเดินไปอาคารจอดรถ ร้านค้าวางขายของเละเทะ ไม่มีระเบียบ ถ้าฝนตกบริเวณนั้นกลิ่นฉี่จะคลุ้งขึ้นมาเลย,"['สาขา', 'เคาน์เตอร์', 'จ่าย', 'เงิน', 'เก่า', 'เดิน', 'จอด', 'รถ', 'ร้าน', 'ค้า', 'วาง', 'ขาย', 'เละ', 'ฝน', 'ตก', 'บริเวณ', 'กลิ่น', 'คลุ้ง']",,13,-1
159,ไช้อยากไห้ถุงหนาเวลาไปชื่อนำ้แดงทีไรถึงแถบขาดไส่มอเตอร์ไชร์มาแถบไม่ถึงบ้าน,"['ถุง', 'หนา', 'เวลา', 'ชื่อ', 'แถบ', 'แถบ', 'บ้าน']",,8,-1
160,เลิกให้ส่วนลดแบบวิธีตัดบิล มันทำให้เสียเวลาชำระเงินที่เคาน์เตอร์,"['เลิก', 'ลด', 'วิธี', 'ตัด', 'บิล', 'ทำ', 'เวลา', 'ชำระ', 'เงิน', 'เคาน์เตอร์']",,14,-1
161,เอ็กเพรสย่านตาขาว จ.ตรัง พนักงานชอบหาย เวลาจะชั่งผักก็ไม่อยู่ประจำจุดเลย  แคชเชียร์ เวลาคิดเงินชอบทำบูด,"['พนักงาน', 'ชอบ', 'หาย', 'เวลา', 'ผัก', 'ประจำ', 'จุด', 'แคชเชียร์', 'เวลา', 'เงิน', 'ชอบ', 'ทำ', 'บูด']",,12,-1
162,ห้องน้ำมีที่ฉีดตูดหน่อยจ้า,"['ห้องน้ำ', 'ฉีด']",,4,1
163,โลตัสใหญ่ไม่ค่อยมีปัญึอะไร...แต่ไอ้ Express เนี่ย หึหึ,"['โลตัส', 'ไอ้']",,11,1
164,90%หน้าหงิกทุกคน,"['หน้า', 'หงิก', 'คน']",,5,-1
165,ไปทีไรไม่เห็นมีดอกบัวขาย,"['ดอก', 'ขาย']",,0,-1
166,อาหารฟู้ดคอร์ทรสชาติแย่มาก แถมแพงด้วย,"['อาหาร', 'แย่', 'แถม', 'แพง']",,15,-1
167,ตอนเลือกซื้อผัก เลือกเเล้ว เลือกอีก พอจ่ายตังค์ใส่ถุง ผักหักสะงั้น,"['ตอน', 'เลือก', 'ซื้อ', 'ผัก', 'เลือก', 'เเล้ว', 'เลือก', 'จ่าย', 'ตังค์', 'ใส่', 'ถุง', 'ผัก', 'หัก']",,10,-1
168,ล้อรถๆ จะหลุดไปไหนพังทุกคัน,"['ล้อ', 'รถ', 'หลุด', 'พัง', 'คัน']",,13,-1
169,แต่ละคนที่มาเม้นนี้ เคยทำโลตัสทั้งน้านนน😁😂😂,"['คน', 'ทำ', 'โลตัส']",,5,1
170,ความสะอาดของโลตัสเอ็กเพรส ค่ะ,"['สะอาด', 'โลตัส', 'เอ็กเพรส']",,11,1
171,cashier ใช้เครื่องรูดไม่เป็น ไม่รู้จัก paywave,['รู้จัก'],,0,-1
172,ราคาเท่าตลาด แต่ติดป้ายเหลือง บอกลดแล้ว  #เลิกเถอะค่ะ,"['ราคา', 'ตลาด', 'ติด', 'ป้าย', 'เหลือง', 'ลด', 'เลิก']",,14,1
173,คืออ่านจนเหนื่อยค่ะ,"['อ่าน', 'เหนื่อย']",,0,-1
174,ถุงใส่สินค้าบางมากควรปรับปรุงได้แล้วนะค่ะ,"['ถุง', 'ใส่', 'สินค้า', 'ปรับปรุง']",,10,-1
175,ถุงโครตบาง ขอซ้อนถุง แม่งหวงไปไหน หวงไว้กินหรอค่ะ,"['ถุง', 'ซ้อน', 'ถุง', 'แม่ง', 'กิน', 'หรอ']",,8,1
176,พนักงานหน้าบูดสงสัยจะยืนนาน,"['พนักงาน', 'หน้า', 'บูด', 'สงสัย']",,3,1
177,เลิกใส่ถุงได้แล้ว,"['เลิก', 'ใส่', 'ถุง']",,8,1
178,อาหารไม่ร่อย,['อาหาร'],,15,1
179,ไม่จำเป็นไม่เข้าจริงๆ,[],,0,-1
180,พนักงานบางสาขาไม่พร้อมให้บริการลูกค้าค่ะ,"['พนักงาน', 'สาขา', 'บริการ', 'ลูกค้า']",,3,1
181,แมลงสาปให้มันน้อยๆหน่อย,[],,0,-1
182,ถุงอย่างเดียวเลย มึงจะบางไปไหน...,['ถุง'],,8,1
183,พนักงานตามเอ็กเพลสนี่ต้องฝึกมารยาทนะ เห็นอยู่กันตามยถากรรม,"['พนักงาน', 'มารยาท']",,6,0
184,มารยาทพนักงาน,"['มารยาท', 'พนักงาน']",,6,1
185,ห้องน้ำค่ะ สกปรกทุกสาขาเลย,"['ห้องน้ำ', 'สกปรก', 'สาขา']",,4,1
186,เลิกแจกถุงค่ะ แนะนำให้ขายถุงพลาสติกแทน ลดโลกร้อนดีค่ะ,"['เลิก', 'แจก', 'ถุง', 'แนะนำ', 'ขาย', 'ถุง', 'พลาสติก', 'แทน', 'ลด', 'โลก', 'ร้อน', 'ดี']",,8,1
187,ปรับปรุงพนักงานค่ะ,"['ปรับปรุง', 'พนักงาน']",,6,1
188,ถุงก้อบางงจนเห็นหี.....6666+++,"['ถุง', 'ก้อ', 'หี']",,10,-1
189,"โลตัสเอ็กเพรสที่แฟลตคลองจั่น ... @&#,*#**@&&@&@&*#*@9929*#;-;,-;-😒😒😒😒😒😒","['โลตัส', 'เอ็กเพรส']",,11,1
190,พนักงานหน้าตาเหมือนกินข้าวบูด,"['พนักงาน', 'หน้าตา', 'เหมือน', 'กิน', 'ข้าว', 'บูด']",,7,-1
191,ห้องน้ำควรมีสายฉีดตูดนะครับ  ทั้งห้างสีเขียวและห้างสีเหลือง,"['ห้องน้ำ', 'สาย', 'ฉีด', 'ตูด', 'ห้าง', 'สี', 'ห้าง', 'สี', 'เหลือง']",,0,-1
192,เคยใช้บริการที่โลตัสอรัญประเทศ โดยรวมแล้วดีครับ,"['บริการ', 'ดี']",,5,1
193,ถุงบางได้อีกโดนมุมของถุงน้ำยาปรับผ้านุ่มก็ขาดจะหมดอยู่แล้ว,"['ถุง', 'โดน', 'มุม', 'ถุง', 'น้ำยา', 'ผ้า', 'นุ่ม', 'อยู่แล้ว']",,10,-1
194,เอ็กเพลส พนง เกือบทุกสาขา หน้าไม่รับแขก,"['เอ็กเพลส', 'พนง', 'สาขา', 'หน้า', 'แขก']",,0,-1
195,เคาว์เตอร์คิดเงินเยอะแต่ไม่มีคนคิดเงิน,"['เงิน', 'คน', 'เงิน']",,12,0
196,ห้องน้ำ สาขาจะนะ จ.สงขลา ขอร้องเถอะ พลีสสสสสสสสสสสสสสสสสสสส,"['ห้องน้ำ', 'สาขา']",,4,0
197,หัวเหม็นทุกครั้งที่ไปโลตัส ระบบดูดควัน ร้านอาหาร ห่วยมาก,"['โลตัส', 'ระบบ', 'ร้าน', 'อาหาร', 'ห่วย']",,15,-1
198,โลตัสเอ็กเพลส....มารยาทนิสัยพนักงานแย่มากแทบทุกสาขาเลยยย,"['โลตัส', 'นิสัย', 'พนักงาน', 'แย่', 'แทบ', 'สาขา']",,9,0
199,แผนกอาหารสด กลิ่นแรงมากๆ แทบไม่อยากเดินผ่านเลย,"['แผนก', 'อาหาร', 'สด', 'กลิ่น', 'แรง', 'แทบ', 'เดิน']",,15,0
200,พระราม 4- ที่จอดรถ lady parking ดีมาก มีแต่ผู้ชายมาจอด,"['จอด', 'รถ', 'ดี', 'ชาย', 'จอด']",,13,1
201,โลตัสเล็กพนักงานหน้าหงิกเป็นส้นตีนเลยจ้า,"['โลตัส', 'พนักงาน', 'หน้า', 'หงิก', 'ส้น', 'ตีน']",,9,1
202,เกลียดถุงโลตัสแรงๆ,"['เกลียด', 'ถุง', 'โลตัส', 'แรง']",,11,1
203,กลิ่น,['กลิ่น'],,15,1
204,กระดาษทิชชู่ห้องน้ำบางมากกกกกกกก,"['กระดาษ', 'ทิช', 'ห้องน้ำ']",,4,1
205,อยากให้คิดตัวเร็วๆหน่อยต่อคิวรอจ่ายตังกันยาวชิยหาย,"['ตัว', 'คิว', 'รอ', 'จ่าย', 'ตัง']",,2,1
206,รถเข็น ล้อพังเกือบทุกคัน,"['รถ', 'เข็น', 'ล้อ', 'พัง', 'คัน']",,13,-1
207,ส่วนลดที่ให้มา ลดเลยได้ไหม ขี้เกียจเก็บ,"['ลด', 'ลด', 'ไหม', 'ขี้', 'เกียจ']",,14,1
208,ห้องน้ำบางสาขาต่างจังหวัดสกปรกมากจนเข้าไปใช้ไม่ได้ค่ะ,"['ห้องน้ำ', 'สาขา', 'สกปรก']",,4,1
209,เงินเดือนครับ ป.ตรี ได้เงินเดือนเท่าวุฒิ ม.3 เลยแม้ง.....,"['เงิน', 'เดือน', 'เงิน', 'เดือน']",,12,1
210,ซื้อไฃ่เจอไข่เน่าเอาไข่ดีๆมาขายบางนะ,"['ซื้อ', 'เจอ', 'เน่า', 'ดี', 'ขาย']",,0,-1
211,โทรกลับด้วยเวลาคนรับสมัครงานอ่า#โลตัสสาขานวนคร,"['โทร', 'เวลา', 'คน', 'งาน', 'โลตัส', 'สาขา']",,9,1
212,โลตัสพระราม1แมร่งร้อนฉิบหาย,"['โลตัส', 'ร้อน']",,11,1
213,ถามบัตรคลับการ์กูด้วย กูไม่อยากบอกเอง,"['ถาม', 'บัตร', 'คลับ']",,13,1
214,ถุงค่ะ,['ถุง'],,8,1
215,ถุงบางมากๆขนาดซ้อนกัน2ใบยังขาดเลย,"['ถุง', 'ขนาด', 'ซ้อน', 'ใบ']",,10,-1
216,ราคาพิเศษเท่ากับราคาปกติ,"['ราคา', 'พิเศษ', 'ราคา', 'ปกติ']",,1,1
217,หนูวิ่งเป็นของสด,"['หนู', 'วิ่ง', 'สด']",,0,-1
218,ตัดบิล กะ ลืมยิงคลับการ์ดให้,"['กะ', 'ยิง', 'คลับ', 'การ์ด']",,0,-1
219,พนักงาน,['พนักงาน'],,6,1
220,คุยกันเสียงดังขณะคิดเงิน ไม่รีบคิดเงินให้ลูกค้ามั่วแต่คุยกัน,"['คุย', 'เสียง', 'เงิน', 'รีบ', 'เงิน', 'ลูกค้า', 'คุย']",,12,1
221,โปรโมชั่นกำกวมมากกกก,"['โปรโมชั่น', 'กกก']",,0,-1
222,มาตรฐานพลังงานต่ำมากถ้าเทียบกับเซเว่นและบิ๊กซี,"['พลังงาน', 'ต่ำ', 'เซเว่น']",,11,1
223,อยากให้ห้องนํ้ามีนํ้า!!,['ห้อง'],,0,-1
224,อบรมพนักงาน. ทำงานเปรียบเสมือนเป็นเจ้าของอ่ะ,"['อบรม', 'พนักงาน', 'ทำ', 'งาน', 'อ่ะ']",,7,-1
225,ขอยามคอยตรวจที่จอดรถสาขาสระบุรีรถหายบ่อยมาก,"['ยาม', 'คอย', 'ตรวจ', 'จอด', 'รถ', 'รี', 'รถ', 'หาย']",,13,1
226,มารยาทของพนักงาน,"['มารยาท', 'พนักงาน']",,6,1
227,ที่จอดรถควรมีรับบัตรเข้าออก,"['จอด', 'รถ', 'บัตร']",,13,0
228,พนักงานหน้าเป็นส้นตีน,"['พนักงาน', 'หน้า', 'ส้น', 'ตีน']",,6,1
229,พนักงานบางคนพูดจาแย่มากเคยโดนตะคอกมาครั้งนึง,"['พนักงาน', 'คน', 'พูดจา', 'แย่', 'โดน', 'ตะคอก', 'นึง']",,6,-1
230,Express หลายๆสาขาดูไม่สะอาดเลยครับ,"['สาขา', 'ดู', 'สะอาด']",,4,1
231,เอ๊กเพรส ต้องปรับปรุงพนักงาน,"['ปรับปรุง', 'พนักงาน']",,6,1
232,แอร์ไม่เย็น,"['แอร์ไม่', 'เย็น']",,0,-1
233,ห้องน้ำ #โลตัสนครอินทร์,"['ห้องน้ำ', 'โลตัส']",,4,1
234,พนักงาน!!!,['พนักงาน'],,6,1
235,สลิปจะยาวไปไหน ส่วนลดได้มาก็ไม่เคยใช้,"['สลิป', 'ลด']",,14,-1
236,พนักงาน,['พนักงาน'],,6,1
237,คูปองไม่ต้องส่งมาที่บ้าน อยากได้ในบิลเลย!!!,"['คู', 'ปอง', 'บ้าน', 'บิล']",,0,-1
238,ศูนย์อาหาร สาขาอ่อนนุช ที่นั่ง น้อยมากกกก,"['ศูนย์อาหาร', 'สาขา', 'นั่ง']",,4,1
239,มารยาทพนักงานควรปรับปรุงมากที่สุด,"['มารยาท', 'พนักงาน', 'ปรับปรุง']",,6,1
240,แอร์และห้องน้ำคะ สาขาบางนา,"['แอร์', 'ห้องน้ำ']",,4,1
241,#ป้ายราคา #ป้ายโปรโมชั่น   คือ....ใช้ศัพท์แบบ...งง มากกกก,"['ป้าย', 'ราคา', 'ป้าย', 'โปรโมชั่น', 'งง', 'กกก']",,14,-1
242,อยากให้โลตัสเอ็กซ์เพสส สาขานวมินทร์มีถุงให้ลูกค้า,"['โลตัส', 'สาขา', 'นวมินทร์', 'ถุง', 'ลูกค้า']",,9,1
243,พนักงานใส่ของแรงมาก หย้าเป็นส้นตรีน คิวเยอะ ส-อา,"['พนักงาน', 'ใส่', 'แรง', 'ส้น']",,6,1
244,อยากให้มีที่ฉีดน้ำในห้องน้ำค่ะ,"['ฉีด', 'น้ำ', 'ห้องน้ำ']",,4,1
245,พนักงานหน้าอย่างกะ👣👣👣👣,"['พนักงาน', 'หน้า', 'กะ']",,6,1
246,ห้องน้ำแถบทุกสาขา,"['ห้องน้ำ', 'แถบ', 'สาขา']",,4,1
247,ยกเลิกราคา 25/50 สตางค์,"['ราคา', 'สตางค์']",,1,0
248,แล้วแต่ที่จริงๆ,[],,0,-1
249,ป้ายราคาไม่ตรงกับสินค้า,"['ป้าย', 'ราคา', 'สินค้า']",,1,1
250,รถเข็นของค่ะ  เปลี่ยนใหม่บ้าง คันไหนล้อไม่หมุน ล้อตาย ก็เอาไปซ่อมบ้าง เข็นก็ลำบากมากค่ะ ใช้งานคุ้มมาก,"['รถ', 'เข็น', 'คัน', 'ล้อ', 'ล้อ', 'ตาย', 'ซ่อม', 'เข็น', 'ลำบาก', 'งาน', 'คุ้ม']",,13,-1
251,เอกเพรส ซ.ทานสัมฤทธิ์ หน้าหงิกเป็นเล็บขบ...,"['เอกเพรส', 'หน้า', 'หงิก', 'เล็บ']",,0,-1
252,มารยาทของพนักงานของพนักงานค่ะ,"['มารยาท', 'พนักงาน', 'พนักงาน']",,6,1
253,ที่จอดรถสาขานวมินทร์ หาที่จอดยากมากค่ะ,"['จอด', 'รถ', 'สาขา', 'นวมินทร์', 'หา', 'จอด']",,13,1
254,แอร์ไม่เปิด,['แอร์ไม่'],,0,-1
255,ซื้อของห้าสิบ สลิปยาวเป็นศอก,"['ซื้อ', 'ห้า', 'สิบ', 'สลิป']",,0,-1
256,ถุงบางไปนิดค่ะซิส,['ถุง'],,8,1
257,เลิกแจกถุงพลาสติก,"['เลิก', 'แจก', 'ถุง', 'พลาสติก']",,8,0
258,เรื่องพนักงาน สดๆร้อนๆเพิ่งเจอมา พนักงานหน้านี่อย่างงอไม่ว่าคิดเงินแล้วใส่ถุงแบบโยนของลงถุง,"['เรื่อง', 'พนักงาน', 'ร้อน', 'เจอ', 'พนักงาน', 'หน้า', 'งอ', 'เงิน', 'ใส่', 'ถุง', 'โยน', 'ถุง']",,6,1
259,โลตัสเล็กตงตลาดหัวหินบางทรายพลังงานช้ามากมาย,"['โลตัส', 'พลังงาน']",,11,0
260,แสตมป์คลับการ์ดควรมีแบบเดิมนะ,"['แสตมป์', 'คลับ', 'การ์ด', 'เดิม']",,0,-1
261,หน้าพนักงานและการแลกแสตมป์,"['หน้า', 'พนักงาน', 'แลก', 'แสตมป์']",,6,1
262,ชอบมีแอปเปิ้ลเน่า ปนอยู่ในถุง🍎,"['ชอบ', 'เน่า', 'ถุง']",,10,-1
263,ถุง,['ถุง'],,8,1
264,.,[],,0,-1
265,พนักงานคุยกันยังกะตลาดสด มารยาทหาไม่เจอเลย,"['พนักงาน', 'คุย', 'มารยาท', 'หา', 'เจอ']",,3,1
266,มารยาทของแคชเชียร์,"['มารยาท', 'แคชเชียร์']",,6,1
267,ตอนรับลูกค้า,"['ตอน', 'ลูกค้า']",,10,-1
